date,location,CO_openweather,NO2_openweather,SO2_openweather,PM2_5_openweather
2021-01-28,Agartala,1085.0833333333333,24.790416666666665,2.582916666666667,135.98
2021-01-29,Agartala,1072.5666666666664,27.54083333333334,4.648750000000001,133.40125000000003
2021-01-30,Agartala,962.4166666666664,20.4775,4.914166666666666,203.4775
2021-01-31,Agartala,990.7879166666664,23.76708333333333,6.150416666666666,197.73625
2021-02-01,Agartala,1132.090416666667,25.504999999999995,4.812916666666667,187.2566666666667
2021-02-02,Agartala,1079.5195833333337,25.062083333333323,2.7566666666666664,158.84999999999997
2021-02-03,Agartala,1313.4495833333335,26.107083333333332,3.929166666666666,171.95666666666668
2021-02-04,Agartala,1107.890833333333,22.10375,3.407083333333333,134.55083333333332
2021-02-05,Agartala,1047.5325,25.86,4.675,120.69291666666663
2021-02-06,Agartala,644.4858333333335,19.175416666666667,3.6320833333333327,60.91500000000001
2021-02-07,Agartala,728.2104166666667,17.80125,3.723333333333334,57.19541666666667
2021-02-08,Agartala,883.1429166666666,22.94875,3.739166666666667,85.10083333333334
2021-02-09,Agartala,1135.4295833333335,29.256666666666675,4.570416666666668,116.62458333333332
2021-02-10,Agartala,1042.6650000000002,29.942083333333333,5.858333333333334,110.89541666666666
2021-02-11,Agartala,1227.22,30.27083333333334,11.74041666666667,217.61833333333325
2021-02-12,Agartala,1256.7041666666669,31.557500000000005,5.687916666666666,224.445
2021-02-13,Agartala,1155.45625,28.682500000000008,3.56125,153.8354166666667
2021-02-14,Agartala,1211.6433333333337,22.557916666666667,10.2075,256.09625000000005
2021-02-15,Agartala,1057.2675000000002,27.67375,9.904166666666669,182.04208333333332
2021-02-16,Agartala,1048.08875,25.977500000000003,6.984166666666666,174.7579166666667
2021-02-17,Agartala,915.1308333333332,17.954583333333336,5.75,162.4716666666667
2021-02-18,Agartala,1334.0320833333333,31.40625,6.737499999999998,171.1308333333333
2021-02-19,Agartala,1076.1820833333336,28.56041666666667,3.2604166666666665,108.01458333333332
2021-02-20,Agartala,926.2558333333332,18.920416666666668,5.175833333333332,100.21333333333337
2021-02-21,Agartala,948.0908333333336,26.004166666666663,3.3349999999999995,89.95291666666668
2021-02-22,Agartala,1268.1091666666669,31.80250000000001,5.839166666666667,147.54500000000004
2021-02-23,Agartala,1130.9791666666667,34.98500000000001,11.535833333333334,142.77999999999997
2021-02-24,Agartala,960.7475000000004,18.571250000000003,8.637500000000001,181.1175
2021-02-25,Agartala,727.6541666666667,10.349583333333332,10.955,150.50541666666666
2021-02-26,Agartala,574.3916666666665,8.803333333333333,7.902916666666667,100.09291666666668
2021-02-27,Agartala,516.2566666666665,7.206666666666667,4.794583333333335,81.24874999999999
2021-02-28,Agartala,476.3425,5.521249999999999,4.286666666666666,87.9866666666667
2021-03-01,Agartala,484.9641666666666,5.2683333333333335,3.709583333333333,84.17500000000003
2021-03-02,Agartala,928.065,24.16666666666666,7.910416666666667,98.47958333333334
2021-03-03,Agartala,859.2216666666665,20.300416666666667,4.929166666666665,103.07833333333332
2021-03-04,Agartala,614.7245833333333,10.04375,6.229166666666665,100.30583333333334
2021-03-05,Agartala,386.2183333333333,2.98625,4.714166666666665,74.36666666666669
2021-03-06,Agartala,317.23791666666665,3.408333333333333,2.3904166666666664,44.85208333333333
2021-03-07,Agartala,394.5637500000002,5.1258333333333335,2.6562500000000004,44.69166666666666
2021-03-08,Agartala,495.11666666666656,8.750000000000002,2.543333333333333,46.17125000000001
2021-03-09,Agartala,422.10083333333336,7.896249999999999,2.474166666666666,37.91833333333334
2021-03-10,Agartala,459.2345833333333,7.502083333333332,2.814166666666667,37.20583333333334
2021-03-11,Agartala,812.0741666666667,18.76833333333333,5.486249999999999,95.89375
2021-03-12,Agartala,729.6016666666666,11.346249999999998,5.911666666666669,132.97708333333333
2021-03-13,Agartala,729.60125,8.761249999999999,8.0325,135.75125
2021-03-14,Agartala,834.4660869565216,15.460434782608695,6.370434782608695,106.10304347826089
2021-03-15,Agartala,884.8108333333333,19.360000000000003,8.321250000000001,112.88124999999997
2021-03-16,Agartala,982.72125,24.1625,23.819583333333338,144.15333333333334
2021-03-17,Agartala,878.2733333333332,21.809166666666663,9.274166666666668,114.14458333333334
2021-03-18,Agartala,1061.9954166666669,30.304583333333337,18.657083333333333,165.2229166666667
2021-03-19,Agartala,958.8008333333332,23.386666666666667,6.025416666666668,158.89416666666668
2021-03-20,Agartala,1012.4849999999998,19.40083333333333,4.187083333333334,176.35208333333335
2021-03-21,Agartala,856.1620833333333,19.267499999999995,8.121666666666668,133.30166666666665
2021-03-22,Agartala,983.9741666666664,22.352500000000006,6.410416666666666,126.58500000000002
2021-03-23,Agartala,969.0929166666668,22.75333333333333,11.771249999999997,124.66791666666668
2021-03-24,Agartala,1026.6708333333331,19.275,13.756666666666662,166.25458333333336
2021-03-25,Agartala,1140.5754166666668,25.121666666666677,9.488749999999998,130.22500000000002
2021-03-26,Agartala,1002.8875000000002,31.005416666666672,11.354166666666666,96.83375
2021-03-27,Agartala,759.64125,18.301250000000003,7.842916666666668,103.25666666666666
2021-03-28,Agartala,855.4658333333332,22.08083333333333,7.557499999999997,118.78458333333332
2021-03-29,Agartala,579.675,6.851250000000001,3.99125,114.72750000000003
2021-03-30,Agartala,414.3129166666665,2.00125,1.569583333333333,85.54250000000002
2021-03-31,Agartala,439.6258333333333,1.967083333333334,1.9566666666666668,31.955833333333327
2021-04-01,Agartala,380.9345833333333,3.0929166666666674,3.763333333333334,37.49166666666666
2021-04-02,Agartala,445.7433333333334,6.424166666666668,2.251666666666667,29.934583333333336
2021-04-03,Agartala,598.4504166666667,12.187916666666666,2.74875,47.98625000000001
2021-04-04,Agartala,570.4958333333333,8.42,4.460833333333333,82.38541666666667
2021-04-05,Agartala,783.1462500000001,12.786666666666669,4.524583333333333,89.62083333333332
2021-04-06,Agartala,757.4162499999998,17.690833333333334,5.919583333333332,75.58541666666666
2021-04-07,Agartala,559.6495833333332,10.985833333333334,3.219583333333334,55.05125
2021-04-08,Agartala,482.46125000000006,6.614583333333333,1.875,36.39208333333334
2021-04-09,Agartala,841.0033333333334,18.410833333333333,3.73875,64.74291666666667
2021-04-10,Agartala,781.895,12.552916666666668,2.4025,51.50749999999999
2021-04-11,Agartala,693.9979166666667,11.6175,2.3779166666666662,55.82291666666666
2021-04-12,Agartala,986.8949999999996,20.600416666666664,4.273333333333333,98.89666666666665
2021-04-13,Agartala,725.0116666666668,11.45125,2.8641666666666663,58.24333333333334
2021-04-14,Agartala,453.8104166666667,6.357083333333335,3.147083333333333,35.62125
2021-04-15,Agartala,446.5783333333332,7.731666666666663,2.04125,23.50625
2021-04-16,Agartala,512.3620833333334,10.093750000000002,2.867916666666668,27.838333333333328
2021-04-17,Agartala,628.6308333333332,11.990416666666668,2.482916666666666,50.18583333333334
2021-04-18,Agartala,467.99708333333336,4.964583333333333,2.3329166666666663,29.91083333333333
2021-04-19,Agartala,431.5579166666666,3.599166666666666,2.551666666666667,24.76458333333333
2021-04-20,Agartala,483.9908333333333,4.465000000000001,2.739583333333333,44.484583333333326
2021-04-21,Agartala,724.8741666666666,11.275416666666665,3.42,72.92708333333333
2021-04-22,Agartala,710.6862500000001,13.799166666666665,10.82625,88.10291666666667
2021-04-23,Agartala,827.5120833333332,16.525833333333335,7.11375,102.68416666666666
2021-04-24,Agartala,650.88375,11.701666666666666,5.351250000000001,91.02166666666668
2021-04-25,Agartala,665.34625,11.605,6.0370833333333325,111.03083333333332
2021-04-26,Agartala,656.3075,14.31375,5.572083333333334,70.80624999999999
2021-04-27,Agartala,417.78833333333336,5.624583333333333,3.1491666666666664,47.78458333333333
2021-04-28,Agartala,582.7354166666668,10.994166666666668,3.889583333333334,68.14
2021-04-29,Agartala,651.995,10.658333333333331,4.0633333333333335,90.41541666666666
2021-04-30,Agartala,568.1320833333333,6.837499999999999,12.716666666666669,99.23458333333332
2021-05-01,Agartala,424.0475,4.873749999999999,2.0554166666666664,44.897083333333335
2021-05-02,Agartala,535.44875,10.56375,2.5483333333333333,38.02958333333333
2021-05-03,Agartala,532.5291666666667,6.826666666666667,2.69375,25.81416666666666
2021-05-04,Agartala,751.8533333333334,10.259999999999998,3.3829166666666666,49.08249999999999
2021-05-05,Agartala,682.0362499999999,7.501249999999999,2.518333333333333,49.16625
2021-05-06,Agartala,640.3141666666667,9.735833333333334,3.599166666666666,36.78791666666668
2021-05-07,Agartala,539.2041666666669,10.11125,4.137083333333332,23.67125
2021-05-08,Agartala,511.3879166666668,8.222083333333336,2.22875,20.16583333333334
2021-05-09,Agartala,647.82375,15.2325,9.744166666666668,65.57458333333334
2021-05-10,Agartala,383.2966666666668,4.969583333333334,2.002083333333333,9.570416666666665
2021-05-11,Agartala,464.1029166666667,8.36875,2.3979166666666667,11.640416666666669
2021-05-12,Agartala,594.27875,10.1425,2.652083333333333,17.356666666666666
2021-05-13,Agartala,417.6495833333333,5.893333333333334,1.9654166666666668,8.08
2021-05-14,Agartala,376.76083333333344,4.5858333333333325,1.9095833333333336,11.005416666666664
2021-05-15,Agartala,468.97125000000005,7.931249999999998,1.8629166666666668,23.13000000000001
2021-05-16,Agartala,601.9283333333334,12.445833333333333,2.03,26.887916666666666
2021-05-17,Agartala,364.1058333333333,5.578333333333333,2.124166666666667,10.120416666666666
2021-05-18,Agartala,391.0862499999999,8.4075,2.039166666666667,12.362916666666662
2021-05-19,Agartala,321.5479166666667,6.1887500000000015,2.2466666666666666,7.252083333333331
2021-05-20,Agartala,363.27125,7.667916666666668,1.7279166666666663,9.539583333333333
2021-05-21,Agartala,362.4370833333333,6.855,2.1133333333333333,12.539583333333333
2021-05-22,Agartala,470.6395833333333,12.355833333333331,2.3125,17.115
2021-05-23,Agartala,434.7566666666667,10.989166666666664,2.71875,14.485833333333328
2021-05-24,Agartala,402.4908333333333,6.4054166666666665,2.568333333333334,11.414583333333333
2021-05-25,Agartala,289.9775,2.338750000000001,1.4887500000000002,2.8145833333333337
2021-05-26,Agartala,285.24958333333336,2.8325,2.2529166666666667,6.39875
2021-05-27,Agartala,274.12333333333333,3.2045833333333333,2.0108333333333333,8.284583333333334
2021-05-28,Agartala,308.0566666666667,4.515416666666667,1.6866666666666663,11.16375
2021-05-29,Agartala,303.46874999999994,4.325416666666667,1.2733333333333337,15.816666666666668
2021-05-30,Agartala,288.7254166666668,3.0245833333333336,1.2529166666666665,20.495
2021-05-31,Agartala,262.5775,2.8595833333333336,1.2208333333333332,11.380833333333335
2021-06-01,Agartala,341.575,5.360833333333333,1.72625,17.734999999999996
2021-06-02,Agartala,336.70750000000004,4.036666666666667,1.623333333333333,23.05125
2021-06-03,Agartala,353.5354166666666,4.8,1.7404166666666665,15.190000000000005
2021-06-04,Agartala,317.2370833333334,4.284166666666667,1.5812499999999998,15.967916666666667
2021-06-05,Agartala,300.5466666666667,4.011666666666665,1.5345833333333332,11.56375
2021-06-06,Agartala,283.7191666666667,4.025,1.7062499999999998,5.399999999999999
2021-06-07,Agartala,279.1291666666667,4.760833333333333,1.96125,4.300000000000001
2021-06-08,Agartala,367.72125,5.715833333333335,2.435416666666667,15.770416666666668
2021-06-09,Agartala,465.355,6.221250000000001,2.4304166666666664,19.99083333333333
2021-06-10,Agartala,368.1400000000001,4.592083333333333,2.148333333333333,14.174583333333336
2021-06-11,Agartala,257.0158333333333,2.16625,1.1495833333333334,4.389583333333334
2021-06-12,Agartala,285.3870833333333,3.770416666666668,1.3558333333333332,4.645
2021-06-13,Agartala,244.42875,2.438333333333333,1.675,3.2991666666666664
2021-06-14,Agartala,267.0295833333334,3.2658333333333336,1.9720833333333327,5.5008333333333335
2021-06-15,Agartala,319.73999999999995,3.735833333333333,1.6070833333333334,8.528749999999999
2021-06-16,Agartala,305.4145833333333,4.411666666666667,2.129583333333333,7.027499999999999
2021-06-17,Agartala,272.17583333333334,4.001666666666665,1.8241666666666667,4.484166666666667
2021-06-18,Agartala,262.0229166666668,2.6908333333333334,1.452083333333334,3.53
2021-06-19,Agartala,307.0833333333334,3.321250000000001,1.1504166666666666,10.163750000000002
2021-06-20,Agartala,327.2504166666666,4.429999999999999,1.712916666666666,11.226666666666668
2021-06-21,Agartala,377.735,5.288749999999999,2.2091666666666665,15.819166666666668
2021-06-22,Agartala,307.3625,4.062499999999999,1.88875,11.109166666666669
2021-06-23,Agartala,301.9379166666666,3.588750000000001,1.4375,12.545416666666666
2021-06-24,Agartala,273.98375,3.223333333333333,1.4266666666666663,6.194166666666668
2021-06-25,Agartala,283.71875,3.1566666666666663,1.5379166666666668,10.009166666666664
2021-06-26,Agartala,289.14375,2.865416666666666,1.1754166666666668,14.89
2021-06-27,Agartala,309.865,3.563333333333333,1.215833333333333,17.164583333333336
2021-06-28,Agartala,295.26125,3.306666666666667,1.2445833333333334,12.712916666666668
2021-06-29,Agartala,303.05125,3.8679166666666656,1.36875,14.108333333333333
2021-06-30,Agartala,290.535,4.199583333333333,1.4670833333333333,6.732499999999999
2021-07-01,Agartala,284.8316666666667,4.02875,1.3791666666666669,6.434166666666669
2021-07-02,Agartala,288.4479166666667,3.7404166666666665,1.3008333333333333,5.502916666666667
2021-07-03,Agartala,313.7595833333333,3.328333333333333,1.24125,11.939999999999998
2021-07-04,Agartala,266.1958333333334,2.908333333333333,1.3566666666666671,7.689166666666666
2021-07-05,Agartala,306.805,3.540833333333333,1.3245833333333334,12.435000000000002
2021-07-06,Agartala,322.52124999999995,3.8570833333333336,1.4179166666666665,15.73125
2021-07-07,Agartala,293.1758333333333,4.142083333333333,1.6875,6.747499999999999
2021-07-08,Agartala,281.63208333333336,4.312083333333334,1.87125,6.7475
2021-07-09,Agartala,301.6595833333334,5.345833333333332,2.170833333333334,7.077916666666667
2021-07-10,Agartala,356.31750000000005,6.607500000000001,1.9045833333333333,7.830000000000001
2021-07-11,Agartala,609.1600000000001,13.414583333333333,2.619166666666667,22.7425
2021-07-12,Agartala,369.9466666666667,5.50875,2.2558333333333334,8.375833333333334
2021-07-13,Agartala,258.6854166666667,3.5579166666666677,1.745,4.098750000000001
2021-07-14,Agartala,298.8775,5.681666666666668,1.8866666666666665,6.120000000000001
2021-07-15,Agartala,348.2504166666667,7.1000000000000005,1.8004166666666663,7.953750000000002
2021-07-16,Agartala,318.07041666666674,5.640000000000001,1.6783333333333337,5.785833333333333
2021-07-17,Agartala,329.8925,5.6066666666666665,1.5254166666666666,6.767916666666668
2021-07-18,Agartala,347.27791666666667,5.52625,1.49875,9.508333333333336
2021-07-19,Agartala,351.31041666666664,4.75625,1.815416666666667,10.953333333333331
2021-07-20,Agartala,340.8795833333333,5.578333333333333,1.8941666666666663,8.718750000000002
2021-07-21,Agartala,425.7175,8.76,2.511666666666667,11.980833333333331
2021-07-22,Agartala,268.97666666666674,2.40625,1.2587499999999996,3.5820833333333333
2021-07-23,Agartala,260.3533333333333,3.2845833333333325,1.9679166666666668,5.797916666666667
2021-07-24,Agartala,277.3212500000001,3.2187500000000004,1.4529166666666669,11.080416666666665
2021-07-25,Agartala,301.1025,3.889166666666666,1.949583333333333,11.975
2021-07-26,Agartala,629.4662500000002,12.99875,3.2354166666666675,27.912083333333328
2021-07-27,Agartala,340.8795833333333,3.75,1.9658333333333329,7.641250000000002
2021-07-28,Agartala,325.0254166666668,3.336666666666666,1.9183333333333337,11.770833333333334
2021-07-29,Agartala,294.56666666666666,2.888333333333333,1.3758333333333332,9.89625
2021-07-30,Agartala,323.4954166666667,3.8533333333333335,1.5370833333333331,12.060416666666669
2021-07-31,Agartala,297.34791666666666,3.686666666666666,1.3658333333333337,13.585833333333332
2021-08-01,Agartala,333.64708333333346,4.052083333333333,1.4000000000000004,14.385833333333336
2021-08-02,Agartala,348.8070833333333,5.489583333333333,2.1329166666666666,14.397083333333333
2021-08-03,Agartala,354.37083333333334,4.379583333333334,2.0333333333333337,13.56375
2021-08-04,Agartala,428.0804166666666,5.696666666666666,2.2312500000000006,19.783333333333328
2021-08-05,Agartala,497.89791666666673,5.154583333333334,2.2545833333333336,40.225
2021-08-06,Agartala,401.51708333333335,3.69375,1.627916666666667,28.517916666666665
2021-08-07,Agartala,290.1166666666668,2.504583333333333,1.1358333333333337,18.439166666666665
2021-08-08,Agartala,298.32166666666666,3.56625,1.3804166666666664,21.625833333333333
2021-08-09,Agartala,319.74000000000007,4.721250000000001,1.5804166666666666,16.938333333333336
2021-08-10,Agartala,291.2283333333334,3.65625,1.364166666666667,11.890833333333338
2021-08-11,Agartala,275.2345833333334,3.09,1.2812499999999998,10.957083333333337
2021-08-12,Agartala,304.3029166666668,2.6420833333333333,1.2425000000000004,18.96625
2021-08-13,Agartala,341.1575,3.795416666666666,1.1962500000000005,20.23541666666667
2021-08-14,Agartala,318.90583333333336,3.804583333333333,1.2479166666666668,14.22
2021-08-15,Agartala,330.7274999999999,5.836666666666667,2.1749999999999994,8.262916666666667
2021-08-16,Agartala,313.0629166666667,5.841250000000001,3.010833333333333,5.958749999999999
2021-08-17,Agartala,260.21583333333325,3.169166666666666,1.29875,2.919583333333333
2021-08-18,Agartala,242.13416666666663,3.2979166666666675,1.2333333333333332,2.8070833333333334
2021-08-19,Agartala,272.0354166666667,5.355833333333334,1.887916666666667,4.5008333333333335
2021-08-20,Agartala,326.1370833333333,6.2941666666666665,2.01875,7.062083333333335
2021-08-21,Agartala,311.1166666666666,5.501666666666668,1.2504166666666665,5.769166666666667
2021-08-22,Agartala,270.36750000000006,4.32,1.24,5.215416666666667
2021-08-23,Agartala,308.19666666666666,5.13375,1.6112499999999998,8.43833333333333
2021-08-24,Agartala,318.07041666666663,5.314166666666667,1.7825000000000004,9.594583333333334
2021-08-25,Agartala,321.5475,4.534583333333334,1.7475000000000005,11.847083333333336
2021-08-26,Agartala,330.58874999999995,4.944583333333333,1.855833333333333,9.381666666666666
2021-08-27,Agartala,353.67499999999995,7.171666666666667,2.3883333333333328,11.187916666666666
2021-08-28,Agartala,289.56,4.772499999999999,1.774166666666667,5.1475
2021-08-29,Agartala,323.35625000000005,6.377083333333335,2.419583333333333,8.780833333333332
2021-08-30,Agartala,402.49,7.197916666666667,2.345,11.470416666666663
2021-08-31,Agartala,427.2470833333333,8.059583333333334,2.59125,16.04125
2021-09-01,Agartala,433.36625,10.400416666666668,2.7829166666666665,12.663333333333334
2021-09-02,Agartala,480.7908333333333,15.601666666666668,4.017083333333334,18.970833333333328
2021-09-03,Agartala,386.4970833333333,7.16375,2.3920833333333333,14.094166666666668
2021-09-04,Agartala,362.4370833333334,7.642916666666668,2.0029166666666667,13.661666666666664
2021-09-05,Agartala,364.2445833333333,7.620416666666666,2.408333333333334,10.45125
2021-09-06,Agartala,283.16333333333324,3.639166666666666,1.962083333333333,3.5941666666666667
2021-09-07,Agartala,303.0508333333333,6.379583333333333,2.365,6.687083333333334
2021-09-08,Agartala,345.74749999999995,7.132916666666669,2.601666666666666,10.114166666666668
2021-09-09,Agartala,694.4149999999998,15.520000000000003,2.633749999999999,31.152916666666663
2021-09-10,Agartala,478.28875,8.32625,2.501666666666668,24.48166666666667
2021-09-11,Agartala,429.1941666666666,5.97,1.8100000000000005,9.5025
2021-09-12,Agartala,283.3016666666667,2.830833333333333,1.7116666666666671,2.5104166666666674
2021-09-13,Agartala,244.915,3.833749999999999,2.0762500000000004,3.1766666666666663
2021-09-14,Agartala,302.355,5.289583333333332,2.345833333333333,7.499583333333331
2021-09-15,Agartala,389.0004166666665,7.662083333333332,3.1254166666666667,16.258333333333333
2021-09-16,Agartala,429.3320833333334,9.34875,2.830833333333334,15.432499999999996
2021-09-17,Agartala,372.0329166666667,8.329166666666667,2.701666666666666,13.89125
2021-09-18,Agartala,305.41541666666666,5.267499999999999,1.805416666666667,6.594583333333332
2021-09-19,Agartala,303.1895833333335,4.074583333333332,1.7616666666666667,9.74125
2021-09-20,Agartala,346.4429166666667,6.4675,2.66375,11.17416666666667
2021-09-21,Agartala,393.59125,7.597083333333331,2.5625,15.010416666666666
2021-09-22,Agartala,441.01499999999993,7.779166666666665,2.452916666666667,17.919583333333332
2021-09-23,Agartala,736.8333333333335,16.387083333333333,3.7504166666666663,38.64791666666667
2021-09-24,Agartala,774.6616666666667,17.336250000000003,2.587916666666666,53.3425
2021-09-25,Agartala,461.0425000000001,6.054166666666668,1.7387499999999998,17.738333333333333
2021-09-26,Agartala,471.05625,5.016666666666667,2.2279166666666668,15.69375
2021-09-27,Agartala,423.9083333333333,6.124583333333331,2.502083333333333,11.21375
2021-09-28,Agartala,355.76125,5.66875,2.3841666666666668,7.369999999999998
2021-09-29,Agartala,528.2179166666667,9.865000000000002,2.825416666666667,20.870416666666664
2021-09-30,Agartala,1021.6641666666663,33.39958333333333,7.397500000000001,59.255
2021-10-01,Agartala,806.6500000000001,14.748333333333337,5.319583333333333,79.46791666666668
2021-10-02,Agartala,426.8295833333332,7.011666666666667,3.5941666666666667,29.85666666666667
2021-10-03,Agartala,299.7129166666667,4.9350000000000005,1.4308333333333332,5.412916666666668
2021-10-04,Agartala,375.3708333333333,6.127916666666668,1.76875,9.214999999999998
2021-10-05,Agartala,825.8429166666665,9.993333333333332,3.305,35.735833333333325
2021-10-06,Agartala,710.4083333333332,13.57958333333333,4.574999999999999,46.50249999999999
2021-10-07,Agartala,774.9395833333334,14.024166666666666,5.099583333333333,91.23291666666668
2021-10-08,Agartala,925.14375,13.27458333333333,3.9041666666666655,113.0195833333333
2021-10-09,Agartala,816.3845833333334,10.68,4.038749999999999,120.5458333333333
2021-10-10,Agartala,1258.65125,17.414166666666667,4.04625,242.9129166666667
2021-10-11,Agartala,1139.88,20.00166666666667,3.2758333333333325,107.33625
2021-10-12,Agartala,933.2100000000004,12.824583333333331,3.115833333333333,60.00208333333334
2021-10-13,Agartala,943.7795833333336,13.145416666666668,2.592083333333333,35.53041666666667
2021-10-14,Agartala,1100.659583333333,18.057916666666664,3.290833333333333,104.44874999999998
2021-10-15,Agartala,724.0383333333334,5.832083333333333,2.691666666666667,71.19708333333332
2021-10-16,Agartala,524.7391666666666,7.182083333333334,1.9829166666666669,19.88875
2021-10-17,Agartala,379.405,3.615,1.5495833333333335,7.152083333333335
2021-10-18,Agartala,332.1175,4.631249999999999,2.1375,4.808333333333334
2021-10-19,Agartala,436.565,6.005,2.2037500000000008,12.517083333333334
