date,location,BC_sat,CO_sat,NO2_sat,SO2_sat
2018-05-15,DurgBhilai,,,5687630000000000.0,-0.330000013
2018-05-15,Faridabad,,,7378480000000000.0,0.026992843
2018-05-15,Gandhinagar,,,5525720000000000.0,0.086572938
2018-05-15,Gangtok,,,,
2018-05-15,Ghaziabad,,,8719700000000000.0,0.087550871
2018-05-15,Gorakhpur,,,4921460000000000.0,0.095175594
2018-05-15,Gwalior,,,5350720000000000.0,0.264728665
2018-05-15,Hyderabad,,,6265600000000000.0,0.0
2018-05-15,Imphal,,,3973730000000000.0,0.109999999
2018-05-15,Indore,,,4303730000000000.0,0.119794875
2018-05-15,Jabalpur,,,4992790000000000.0,-0.069095351
2018-05-15,Jaipur,,,5228440000000000.0,-0.11614605
2018-05-15,Jalandhar,,,7644100000000000.0,-0.147718444
2018-05-15,Jodhpur,,,4828060000000000.0,-0.014024125
2018-05-15,Kanpur,,,6528630000000000.0,0.034845211
2018-05-15,Kochi,,,2582480000000000.0,
2018-05-15,Kohima,,,,
2018-05-15,Kolkata,,118.918251,,
2018-05-15,Kota,,,5863780000000000.0,0.1739683
2018-05-15,Kozhikode,,,2823010000000000.0,0.035117369
2018-05-15,Lucknow,,,6182870000000000.0,0.07
2018-05-15,Ludhiana,,,8301960000000000.0,-0.021961061
2018-05-15,Mangaluru,,,3765380000000000.0,0.119999997
2018-05-15,Meerut,,,6092120000000000.0,0.154866979
2018-05-15,Miami,,128.056854,,
2018-05-15,Moradabad,,,5731880000000000.0,0.163886994
2018-05-15,Mumbai,,,5164410000000000.0,0.184554294
2018-05-15,Mysuru,,,3678220000000000.0,
2018-05-15,Nashik,,,5213000000000000.0,0.067229204
2018-05-15,NewDelhi,,,9146040000000000.0,-0.01
2018-05-15,Patna,,,6061850000000000.0,
2018-05-15,Pondicherry,,,6095190000000000.0,
2018-05-15,Prayagraj,,,6697770000000000.0,0.017113997
2018-05-15,Pune,,,5638260000000000.0,0.127090901
2018-05-15,Shillong,,,,
2018-05-15,Solapur,,,5374230000000000.0,
2018-05-15,Srinagar,,,,0.039881162
2018-05-15,Thiruvananthapuram,,,,
2018-05-15,Varanasi,,,6397870000000000.0,-0.005
2018-05-15,Vijaywada,,154.483132,5500000000000000.0,-0.200000003
2018-05-15,Visakhapatnam,,146.758424,4849680000000000.0,0.053921651
2018-05-16,Agartala,,,,
2018-05-16,Agra,,,,
2018-05-16,Aizwal,,,,
2018-05-16,Amritsar,,,,
2018-05-16,Asansol,,,7336500000000000.0,
2018-05-16,Aurangabad,,,4726890000000000.0,-0.007533747
2018-05-16,Bareilly,,,6452900000000000.0,
2018-05-16,Belgaum,,133.295543,4310250000000000.0,0.05726438
2018-05-16,Bengaluru,,,,
2018-05-16,Bhopal,,,,
2018-05-16,Chandigarh,,,,
2018-05-16,Chennai,,135.158189,,
2018-05-16,Coimbatore,,,5133840000000000.0,
2018-05-16,Dehradun,,,,
2018-05-16,DurgBhilai,,,5299420000000000.0,
2018-05-16,Faridabad,,,,
2018-05-16,Gandhinagar,,80.5594027,4383330000000000.0,0.269881278
2018-05-16,Gangtok,,,2967550000000000.0,-0.050000001
2018-05-16,Ghaziabad,,,,
2018-05-16,Gorakhpur,,,,-0.190010875
2018-05-16,Gwalior,,,,
2018-05-16,Hyderabad,,,,
2018-05-16,Imphal,,,4833390000000000.0,
2018-05-16,Indore,,,,
2018-05-16,Jabalpur,,,,
2018-05-16,Jaipur,,,,
2018-05-16,Jalandhar,,,,
2018-05-16,Jodhpur,,,4337530000000000.0,-0.01044942
2018-05-16,Kanpur,,,6778320000000000.0,-0.157768339
2018-05-16,Kochi,,104.948413,3860230000000000.0,
2018-05-16,Kohima,,,,-0.13328889
2018-05-16,Kolkata,,,1.08e+16,
2018-05-16,Kota,,,,
2018-05-16,Kozhikode,,130.501576,3506260000000000.0,0.076681465
2018-05-16,Lucknow,,,7176650000000000.0,-0.119999997
2018-05-16,Ludhiana,,,,
2018-05-16,Mangaluru,,126.65987,2876730000000000.0,
2018-05-16,Meerut,,,,
2018-05-16,Miami,,125.146471,,
2018-05-16,Moradabad,,,,
2018-05-16,Mumbai,,123.050995,4700020000000000.0,-0.029862857
2018-05-16,Mysuru,,,4028890000000000.0,-0.05009947
2018-05-16,Nashik,,,5036790000000000.0,0.060355309
2018-05-16,NewDelhi,,,,
2018-05-16,Patna,,,7799940000000000.0,-0.019704461
2018-05-16,Pondicherry,,111.816917,,
2018-05-16,Prayagraj,,,6492440000000000.0,-0.091040783
2018-05-16,Pune,,,5801540000000000.0,0.117772147
2018-05-16,Shillong,,,,
2018-05-16,Solapur,,,6409780000000000.0,0.045863293
2018-05-16,Srinagar,,,,
2018-05-16,Thiruvananthapuram,,106.75285,3424060000000000.0,-0.070037961
2018-05-16,Varanasi,,,8340000000000000.0,-0.140000001
2018-05-16,Vijaywada,,124.215148,,
2018-05-16,Visakhapatnam,,130.185492,4687310000000000.0,-0.048159879
2018-05-17,Agartala,,137.952156,,
2018-05-17,Agra,,,,
2018-05-17,Aizwal,,,,
2018-05-17,Amritsar,,,,
2018-05-17,Asansol,,,,
2018-05-17,Aurangabad,,,,
2018-05-17,Bareilly,,,,
2018-05-17,Belgaum,,,,
2018-05-17,Bengaluru,,,,
2018-05-17,Bhopal,,,,
2018-05-17,Chandigarh,,,,
2018-05-17,Chennai,,,,
2018-05-17,Coimbatore,,,,
2018-05-17,Dehradun,,,,
2018-05-17,DurgBhilai,,,,
2018-05-17,Faridabad,,,,
2018-05-17,Gandhinagar,,,,
2018-05-17,Gangtok,,,,
2018-05-17,Ghaziabad,,,,
2018-05-17,Gorakhpur,,,,
2018-05-17,Gwalior,,,,
2018-05-17,Hyderabad,,,,
2018-05-17,Imphal,,,,
2018-05-17,Indore,,,,
2018-05-17,Jabalpur,,,,
2018-05-17,Jaipur,,,,
2018-05-17,Jalandhar,,,,
2018-05-17,Jodhpur,,,,
2018-05-17,Kanpur,,,,
2018-05-17,Kochi,,89.1159289,,
2018-05-17,Kohima,,,,
2018-05-17,Kolkata,,152.154826,,
2018-05-17,Kota,,,,
2018-05-17,Kozhikode,,117.637683,,
2018-05-17,Lucknow,,,,
2018-05-17,Ludhiana,,,,
2018-05-17,Mangaluru,,114.610884,,
2018-05-17,Meerut,,,,
2018-05-17,Miami,,,,
2018-05-17,Moradabad,,,,
2018-05-17,Mumbai,,135.740265,,
2018-05-17,Mysuru,,,,
2018-05-17,Nashik,,,,
2018-05-17,NewDelhi,,,,
2018-05-17,Patna,,,,
2018-05-17,Pondicherry,,,,
2018-05-17,Prayagraj,,,,
2018-05-17,Pune,,137.37008,,
2018-05-17,Shillong,,,,
2018-05-17,Solapur,,,,
2018-05-17,Srinagar,,,,
2018-05-17,Thiruvananthapuram,,104.77379,,
2018-05-17,Varanasi,,,,
2018-05-17,Vijaywada,,,,
2018-05-17,Visakhapatnam,,142.684987,,
2018-05-18,Agartala,,,,
2018-05-18,Agra,,,,
2018-05-18,Aizwal,,,,
2018-05-18,Amritsar,,,9011800000000000.0,-0.096078463
2018-05-18,Asansol,,,,
2018-05-18,Aurangabad,,,4679240000000000.0,0.079751678
2018-05-18,Bareilly,,,,
2018-05-18,Belgaum,,,4346210000000000.0,0.139047086
2018-05-18,Bengaluru,,,4714170000000000.0,
2018-05-18,Bhopal,,,4600520000000000.0,0.059867196
2018-05-18,Chandigarh,,,,
2018-05-18,Chennai,,125.262886,4351540000000000.0,
2018-05-18,Coimbatore,,,4097190000000000.0,
2018-05-18,Dehradun,,,,
2018-05-18,DurgBhilai,,,,
2018-05-18,Faridabad,,,,
2018-05-18,Gandhinagar,,,5496700000000000.0,0.155135915
2018-05-18,Gangtok,,,3031740000000000.0,-0.059999999
2018-05-18,Ghaziabad,,,,
2018-05-18,Gorakhpur,,,6348860000000000.0,-0.100175247
2018-05-18,Gwalior,,,,
2018-05-18,Hyderabad,,,9644120000000000.0,0.310000002
2018-05-18,Imphal,,,3457350000000000.0,
2018-05-18,Indore,,,4927050000000000.0,0.01215349
2018-05-18,Jabalpur,,,,
2018-05-18,Jaipur,,,5669280000000000.0,-0.059345119
2018-05-18,Jalandhar,,,9914790000000000.0,0.119933806
2018-05-18,Jodhpur,,,4342590000000000.0,-0.046317134
2018-05-18,Kanpur,,,,
2018-05-18,Kochi,,,,
2018-05-18,Kohima,,,,
2018-05-18,Kolkata,,124.098733,,
2018-05-18,Kota,,,5415440000000000.0,0.081614569
2018-05-18,Kozhikode,,116.939191,3207970000000000.0,
2018-05-18,Lucknow,,,,
2018-05-18,Ludhiana,,,1.4e+16,-0.380077869
2018-05-18,Mangaluru,,141.910277,4166000000000000.0,
2018-05-18,Meerut,,,,
2018-05-18,Miami,,,,
2018-05-18,Moradabad,,,,
2018-05-18,Mumbai,,126.194209,4855620000000000.0,-0.44025901
2018-05-18,Mysuru,,,4156500000000000.0,
2018-05-18,Nashik,,120.257027,5334080000000000.0,0.026424151
2018-05-18,NewDelhi,,,,
2018-05-18,Patna,,,6977020000000000.0,0.408089489
2018-05-18,Pondicherry,,,2984820000000000.0,0.25999999
2018-05-18,Prayagraj,,,,
2018-05-18,Pune,,,5402170000000000.0,0.122882299
2018-05-18,Shillong,,,,
2018-05-18,Solapur,,,5246490000000000.0,0.050670851
2018-05-18,Srinagar,,,2967470000000000.0,
2018-05-18,Thiruvananthapuram,,103.376806,2647710000000000.0,-0.029999999
2018-05-18,Varanasi,,,,
2018-05-18,Vijaywada,,138.068572,,
2018-05-18,Visakhapatnam,,144.825058,,
2018-05-19,Agartala,,,4007730000000000.0,
2018-05-19,Agra,,,5688930000000000.0,-0.014816584
2018-05-19,Aizwal,,,,
2018-05-19,Amritsar,,,1.01e+16,
2018-05-19,Asansol,,,8256840000000000.0,0.079999998
2018-05-19,Aurangabad,,,6233250000000000.0,0.0230974
2018-05-19,Bareilly,,,7115730000000000.0,
2018-05-19,Belgaum,,,4448380000000000.0,-0.011140235
2018-05-19,Bengaluru,,,4994880000000000.0,-0.03997482
2018-05-19,Bhopal,,,6437630000000000.0,0.074825548
2018-05-19,Chandigarh,,,1.06e+16,0.50999999
2018-05-19,Chennai,,,5430580000000000.0,0.069884159
2018-05-19,Coimbatore,,,3829590000000000.0,0.028017286
2018-05-19,Dehradun,,,8015190000000000.0,0.03319345
2018-05-19,DurgBhilai,,,7054760000000000.0,
2018-05-19,Faridabad,,,1.1e+16,0.039999999
2018-05-19,Gandhinagar,,,4998540000000000.0,
2018-05-19,Gangtok,,,,
2018-05-19,Ghaziabad,,,1.25e+16,-0.027505986
2018-05-19,Gorakhpur,,,5717810000000000.0,0.014896666
2018-05-19,Gwalior,,,5361070000000000.0,
2018-05-19,Hyderabad,,,8295370000000000.0,0.050000001
2018-05-19,Imphal,,,,
2018-05-19,Indore,,,6585350000000000.0,0.228455096
2018-05-19,Jabalpur,,,6101680000000000.0,-0.100176997
2018-05-19,Jaipur,,,6570150000000000.0,-0.111889236
2018-05-19,Jalandhar,,,1.09e+16,0.085006617
2018-05-19,Jodhpur,,,4154980000000000.0,0.078196429
2018-05-19,Kanpur,,,6245310000000000.0,
2018-05-19,Kochi,,100.641046,2979270000000000.0,
2018-05-19,Kohima,,,,
2018-05-19,Kolkata,,136.788003,6363420000000000.0,0.25
2018-05-19,Kota,,,,-0.008076492
2018-05-19,Kozhikode,,123.865902,3360520000000000.0,0.039999999
2018-05-19,Lucknow,,,6536900000000000.0,0.25999999
2018-05-19,Ludhiana,,,1.21e+16,0.219636574
2018-05-19,Mangaluru,,120.489858,,
2018-05-19,Meerut,,,9123390000000000.0,0.028688021
2018-05-19,Miami,,,,
2018-05-19,Moradabad,,,7913620000000000.0,-0.01194885
2018-05-19,Mumbai,,121.654011,,
2018-05-19,Mysuru,,,3367580000000000.0,0.049526252
2018-05-19,Nashik,,95.5769792,4477990000000000.0,0.006759469
2018-05-19,NewDelhi,,,1.27e+16,0.02
2018-05-19,Patna,,,6427780000000000.0,-0.06301561
2018-05-19,Pondicherry,,,3778530000000000.0,0.02
2018-05-19,Prayagraj,,,6871380000000000.0,0.373143971
2018-05-19,Pune,,137.020834,5391140000000000.0,0.088760831
2018-05-19,Shillong,,,,
2018-05-19,Solapur,,,6150870000000000.0,0.023075603
2018-05-19,Srinagar,,,2959580000000000.0,-0.11992573
2018-05-19,Thiruvananthapuram,,103.085767,2920100000000000.0,0.117200918
2018-05-19,Varanasi,,,6875770000000000.0,0.370000005
2018-05-19,Vijaywada,,,8077800000000000.0,0.090000004
2018-05-19,Visakhapatnam,,,4346100000000000.0,
2018-05-20,Agartala,,152.620487,5460840000000000.0,0.159999996
2018-05-20,Agra,,,8203980000000000.0,-0.155065581
2018-05-20,Aizwal,,,,
2018-05-20,Amritsar,,,8257700000000000.0,-0.037575502
2018-05-20,Asansol,,,,
2018-05-20,Aurangabad,,,4916490000000000.0,0.111297257
2018-05-20,Bareilly,,,5884840000000000.0,0.106540889
2018-05-20,Belgaum,,,3621600000000000.0,
2018-05-20,Bengaluru,,,5877080000000000.0,0.040035259
2018-05-20,Bhopal,,,6498630000000000.0,0.001402406
2018-05-20,Chandigarh,,,7740980000000000.0,0.349999994
2018-05-20,Chennai,,129.803084,5836670000000000.0,0.404997468
2018-05-20,Coimbatore,,,4326240000000000.0,0.133033186
2018-05-20,Dehradun,,,6304120000000000.0,-0.055497225
2018-05-20,DurgBhilai,,,6344920000000000.0,
2018-05-20,Faridabad,,,1.26e+16,0.061883941
2018-05-20,Gandhinagar,,,6726240000000000.0,0.460224956
2018-05-20,Gangtok,,,3411250000000000.0,-0.050000001
2018-05-20,Ghaziabad,,,1.12e+16,0.153817326
2018-05-20,Gorakhpur,,,,
2018-05-20,Gwalior,,,5545050000000000.0,-0.130034581
2018-05-20,Hyderabad,,,8336270000000000.0,0.230000004
2018-05-20,Imphal,,,,
2018-05-20,Indore,,,6354670000000000.0,0.203322485
2018-05-20,Jabalpur,,,4508760000000000.0,0.132902741
2018-05-20,Jaipur,,,6869260000000000.0,-0.024575414
2018-05-20,Jalandhar,,,7580960000000000.0,-0.129784867
2018-05-20,Jodhpur,,,5442450000000000.0,0.1176624
2018-05-20,Kanpur,,,6814380000000000.0,-0.20886679
2018-05-20,Kochi,,,2838340000000000.0,
2018-05-20,Kohima,,,,
2018-05-20,Kolkata,,161.00239,7185140000000000.0,
2018-05-20,Kota,,,5853820000000000.0,0.007767226
2018-05-20,Kozhikode,,,3398850000000000.0,0.02
2018-05-20,Lucknow,,,,
2018-05-20,Ludhiana,,,1.08e+16,-0.144031152
2018-05-20,Mangaluru,,,,
2018-05-20,Meerut,,,5941980000000000.0,0.002987925
2018-05-20,Miami,,,,
2018-05-20,Moradabad,,,7443990000000000.0,0.00893722
2018-05-20,Mumbai,,,5015700000000000.0,-0.480099052
2018-05-20,Mysuru,,,1958980000000000.0,0.062956773
2018-05-20,Nashik,,,4877910000000000.0,0.109085307
2018-05-20,NewDelhi,,,8555270000000000.0,-0.129999995
2018-05-20,Patna,,,,
2018-05-20,Pondicherry,,141.677447,5111420000000000.0,0.123333335
2018-05-20,Prayagraj,,,,
2018-05-20,Pune,,,5445240000000000.0,-0.021373266
2018-05-20,Shillong,,,,
2018-05-20,Solapur,,,4703760000000000.0,-0.087956578
2018-05-20,Srinagar,,,3665120000000000.0,-0.026592393
2018-05-20,Thiruvananthapuram,,,1941670000000000.0,
2018-05-20,Varanasi,,,,
2018-05-20,Vijaywada,,144.005753,7897130000000000.0,0.25
2018-05-20,Visakhapatnam,,141.711048,,0.329901874
2018-05-21,Agartala,,,,
2018-05-21,Agra,,,7030320000000000.0,-0.112625055
2018-05-21,Aizwal,,,3278070000000000.0,
2018-05-21,Amritsar,,,8235020000000000.0,-0.142477363
2018-05-21,Asansol,,,1.19e+16,0.340000004
2018-05-21,Aurangabad,,,,
2018-05-21,Bareilly,,,6979390000000000.0,0.24482891
2018-05-21,Belgaum,,,,
2018-05-21,Bengaluru,,,,
2018-05-21,Bhopal,,,7220960000000000.0,-0.129999995
2018-05-21,Chandigarh,,,8315740000000000.0,-0.349999994
2018-05-21,Chennai,,104.191713,6295800000000000.0,0.194992438
2018-05-21,Coimbatore,,,,
2018-05-21,Dehradun,,,,0.033676915
2018-05-21,DurgBhilai,,,7249610000000000.0,-0.200000003
2018-05-21,Faridabad,,,1.14e+16,0.058509432
2018-05-21,Gandhinagar,,105.530489,,
2018-05-21,Gangtok,,,,0.150000006
2018-05-21,Ghaziabad,,,1.05e+16,0.315675706
2018-05-21,Gorakhpur,,,6941870000000000.0,
2018-05-21,Gwalior,,,7461690000000000.0,-0.368582278
2018-05-21,Hyderabad,,,6662880000000000.0,0.07
2018-05-21,Imphal,,,447384000000000.0,
2018-05-21,Indore,,,6123230000000000.0,
2018-05-21,Jabalpur,,,7691590000000000.0,
2018-05-21,Jaipur,,,5410620000000000.0,-0.064595632
2018-05-21,Jalandhar,,,8729230000000000.0,-0.147559568
2018-05-21,Jodhpur,,,,
2018-05-21,Kanpur,,,7654330000000000.0,0.167297766
2018-05-21,Kochi,,117.69589,,
2018-05-21,Kohima,,,,0.070020959
2018-05-21,Kolkata,,133.179128,,
2018-05-21,Kota,,,6608790000000000.0,0.053680524
2018-05-21,Kozhikode,,121.18835,,
2018-05-21,Lucknow,,,7475800000000000.0,0.519999981
2018-05-21,Ludhiana,,,9178810000000000.0,0.003906549
2018-05-21,Mangaluru,,125.495717,,
2018-05-21,Meerut,,,7515990000000000.0,0.253454268
2018-05-21,Miami,,,,
2018-05-21,Moradabad,,,7067500000000000.0,-0.460000008
2018-05-21,Mumbai,,122.701749,,
2018-05-21,Mysuru,,,,
2018-05-21,Nashik,,97.9634933,,
2018-05-21,NewDelhi,,,1.05e+16,0.340000004
2018-05-21,Patna,,,7888900000000000.0,
2018-05-21,Pondicherry,,135.507435,3231360000000000.0,0.140000001
2018-05-21,Prayagraj,,,7386820000000000.0,0.057339396
2018-05-21,Pune,,131.665729,,
2018-05-21,Shillong,,134.692527,3125070000000000.0,
2018-05-21,Solapur,,,,
2018-05-21,Srinagar,,,4398070000000000.0,-0.005339176
2018-05-21,Thiruvananthapuram,,114.203431,,
2018-05-21,Varanasi,,,7847380000000000.0,
2018-05-21,Vijaywada,,130.734406,,
2018-05-21,Visakhapatnam,,,,-0.066590957
2018-05-22,Agartala,,129.104592,3841020000000000.0,
2018-05-22,Agra,,,6982210000000000.0,0.263853282
2018-05-22,Aizwal,,,3726360000000000.0,-0.063225359
2018-05-22,Amritsar,,,8476580000000000.0,0.081515782
2018-05-22,Asansol,,,,
2018-05-22,Aurangabad,,,5987580000000000.0,-0.045061175
2018-05-22,Bareilly,,,7814890000000000.0,0.002215747
2018-05-22,Belgaum,,,3805090000000000.0,
2018-05-22,Bengaluru,,,4798150000000000.0,
2018-05-22,Bhopal,,,5995070000000000.0,0.014974773
2018-05-22,Chandigarh,,,1.02e+16,0.079999998
2018-05-22,Chennai,,116.007868,7027870000000000.0,0.150000006
2018-05-22,Coimbatore,,,4803540000000000.0,
2018-05-22,Dehradun,,,8361990000000000.0,-0.059418958
2018-05-22,DurgBhilai,,,6960460000000000.0,-0.07
2018-05-22,Faridabad,,,1.11e+16,-0.021675021
2018-05-22,Gandhinagar,,,6364690000000000.0,
2018-05-22,Gangtok,,,,
2018-05-22,Ghaziabad,,,9048850000000000.0,0.137523934
2018-05-22,Gorakhpur,,,7738800000000000.0,
2018-05-22,Gwalior,,,6256460000000000.0,0.048692808
2018-05-22,Hyderabad,,,6963440000000000.0,-0.189999998
2018-05-22,Imphal,,,3733660000000000.0,
2018-05-22,Indore,,,5911350000000000.0,0.113198981
2018-05-22,Jabalpur,,,6156770000000000.0,0.068386741
2018-05-22,Jaipur,,,5088810000000000.0,-0.054139383
2018-05-22,Jalandhar,,,9148610000000000.0,-0.071291372
2018-05-22,Jodhpur,,,4617040000000000.0,-0.124524698
2018-05-22,Kanpur,,,6212850000000000.0,0.131549552
2018-05-22,Kochi,,,3052960000000000.0,
2018-05-22,Kohima,,,,
2018-05-22,Kolkata,,140.746124,,
2018-05-22,Kota,,,6688390000000000.0,0.088254191
2018-05-22,Kozhikode,,,3252190000000000.0,
2018-05-22,Lucknow,,,7988930000000000.0,0.02
2018-05-22,Ludhiana,,,1.04e+16,0.158277765
2018-05-22,Mangaluru,,,3672670000000000.0,
2018-05-22,Meerut,,,6967440000000000.0,0.061318021
2018-05-22,Miami,,,,
2018-05-22,Moradabad,,,7237660000000000.0,-0.308470607
2018-05-22,Mumbai,,,5011150000000000.0,
2018-05-22,Mysuru,,,4377210000000000.0,
2018-05-22,Nashik,,,4743570000000000.0,
2018-05-22,NewDelhi,,,1.05e+16,0.439999998
2018-05-22,Patna,,,,
2018-05-22,Pondicherry,,116.531737,3257410000000000.0,-0.209999993
2018-05-22,Prayagraj,,,6065160000000000.0,0.283044338
2018-05-22,Pune,,,3773920000000000.0,
2018-05-22,Shillong,,156.345777,,
2018-05-22,Solapur,,,4451410000000000.0,
2018-05-22,Srinagar,,,3355300000000000.0,0.066600613
2018-05-22,Thiruvananthapuram,,,2942830000000000.0,
2018-05-22,Varanasi,,,7476430000000000.0,-0.270000011
2018-05-22,Vijaywada,,140.280463,4769090000000000.0,
2018-05-22,Visakhapatnam,,131.231031,4295240000000000.0,0.014148522
2018-05-23,Agartala,,,,
2018-05-23,Agra,,,,
2018-05-23,Aizwal,,,3498550000000000.0,
2018-05-23,Amritsar,,,,
2018-05-23,Asansol,,,,
2018-05-23,Aurangabad,,,,
2018-05-23,Bareilly,,,8702460000000000.0,-0.037897456
2018-05-23,Belgaum,,133.87762,3701820000000000.0,0.060096085
2018-05-23,Bengaluru,,,,
2018-05-23,Bhopal,,,,
2018-05-23,Chandigarh,,,,
2018-05-23,Chennai,,121.18835,,
2018-05-23,Coimbatore,,,,
2018-05-23,Dehradun,,,9596100000000000.0,
2018-05-23,DurgBhilai,,,8180630000000000.0,0.170000002
2018-05-23,Faridabad,,,,
2018-05-23,Gandhinagar,,119.034667,6037870000000000.0,0.065884545
2018-05-23,Gangtok,,,,-0.01
2018-05-23,Ghaziabad,,,,
2018-05-23,Gorakhpur,,,7701230000000000.0,0.281717539
2018-05-23,Gwalior,,,,
2018-05-23,Hyderabad,,,,
2018-05-23,Imphal,,,3900490000000000.0,
2018-05-23,Indore,,,,
2018-05-23,Jabalpur,,,7709680000000000.0,0.367228419
2018-05-23,Jaipur,,,,
2018-05-23,Jalandhar,,,,
2018-05-23,Jodhpur,,,,-0.015974898
2018-05-23,Kanpur,,,6476600000000000.0,-0.047772944
2018-05-23,Kochi,,112.690032,2644970000000000.0,
2018-05-23,Kohima,,,,
2018-05-23,Kolkata,,,,
2018-05-23,Kota,,,,
2018-05-23,Kozhikode,,120.722689,3055710000000000.0,0.016674949
2018-05-23,Lucknow,,,7025770000000000.0,0.119999997
2018-05-23,Ludhiana,,,,
2018-05-23,Mangaluru,,123.400241,3845940000000000.0,0.150000006
2018-05-23,Meerut,,,6834920000000000.0,
2018-05-23,Miami,,117.579475,,
2018-05-23,Moradabad,,,6498430000000000.0,0.051761359
2018-05-23,Mumbai,,150.525011,5248500000000000.0,-0.116444826
2018-05-23,Mysuru,,,,
2018-05-23,Nashik,,,5144800000000000.0,-0.040281992
2018-05-23,NewDelhi,,,,
2018-05-23,Patna,,,7783700000000000.0,-0.35505724
2018-05-23,Pondicherry,,129.337423,,
2018-05-23,Prayagraj,,,7107690000000000.0,0.29848662
2018-05-23,Pune,,178.115442,4575240000000000.0,-0.008790173
2018-05-23,Shillong,,,,
2018-05-23,Solapur,,,,
2018-05-23,Srinagar,,,,
2018-05-23,Thiruvananthapuram,,116.182491,3067950000000000.0,
2018-05-23,Varanasi,,,7109230000000000.0,-0.219999999
2018-05-23,Vijaywada,,128.988177,5990220000000000.0,
2018-05-23,Visakhapatnam,,146.450475,,
2018-05-24,Agartala,,137.253664,,
2018-05-24,Agra,,,6129390000000000.0,0.257383496
2018-05-24,Aizwal,,,4165070000000000.0,
2018-05-24,Amritsar,,,8448440000000000.0,-0.098030508
2018-05-24,Asansol,,,6446330000000000.0,
2018-05-24,Aurangabad,,,,0.139982611
2018-05-24,Bareilly,,,5460090000000000.0,0.398484617
2018-05-24,Belgaum,,,3489490000000000.0,0.123276636
2018-05-24,Bengaluru,,,4384720000000000.0,
2018-05-24,Bhopal,,,6275590000000000.0,0.12732926
2018-05-24,Chandigarh,,,9775750000000000.0,-0.620000005
2018-05-24,Chennai,,,,
2018-05-24,Coimbatore,,,,
2018-05-24,Dehradun,,,7361960000000000.0,0.198573917
2018-05-24,DurgBhilai,,,7706860000000000.0,
2018-05-24,Faridabad,,,8662450000000000.0,0.72939682
2018-05-24,Gandhinagar,,,5613750000000000.0,0.294873476
2018-05-24,Gangtok,,,,
2018-05-24,Ghaziabad,,,8154070000000000.0,0.291131794
2018-05-24,Gorakhpur,,,7053890000000000.0,0.030766716
2018-05-24,Gwalior,,,5952840000000000.0,0.154957443
2018-05-24,Hyderabad,,,6152290000000000.0,
2018-05-24,Imphal,,,,
2018-05-24,Indore,,,6537750000000000.0,
2018-05-24,Jabalpur,,,7077270000000000.0,0.193163812
2018-05-24,Jaipur,,,5406790000000000.0,0.116025545
2018-05-24,Jalandhar,,,8905120000000000.0,0.00762908
2018-05-24,Jodhpur,,,4581420000000000.0,0.076922707
2018-05-24,Kanpur,,,6429460000000000.0,0.177258193
2018-05-24,Kochi,,,,
2018-05-24,Kohima,,,,
2018-05-24,Kolkata,,138.650648,,
2018-05-24,Kota,,,6668410000000000.0,-0.070145093
2018-05-24,Kozhikode,,,3031640000000000.0,0.340000004
2018-05-24,Lucknow,,,6184540000000000.0,0.159999996
2018-05-24,Ludhiana,,,1.02e+16,0.062363427
2018-05-24,Mangaluru,,130.268745,2871820000000000.0,0.159999996
2018-05-24,Meerut,,,6286350000000000.0,0.390000015
2018-05-24,Miami,,117.113814,,
2018-05-24,Moradabad,,,5867620000000000.0,0.231957987
2018-05-24,Mumbai,,130.268745,4919610000000000.0,-0.289999992
2018-05-24,Mysuru,,,3198840000000000.0,-0.111268744
2018-05-24,Nashik,,158.092007,5402670000000000.0,0.064164393
2018-05-24,NewDelhi,,,7621720000000000.0,-0.370000005
2018-05-24,Patna,,,6000050000000000.0,
2018-05-24,Pondicherry,,,3540810000000000.0,
2018-05-24,Prayagraj,,,5967260000000000.0,0.333723187
2018-05-24,Pune,,,3762340000000000.0,-0.064166822
2018-05-24,Shillong,,,,
2018-05-24,Solapur,,,4395950000000000.0,0.042907558
2018-05-24,Srinagar,,,3735010000000000.0,0.02504704
2018-05-24,Thiruvananthapuram,,,,
2018-05-24,Varanasi,,,6061480000000000.0,0.035
2018-05-24,Vijaywada,,,4550030000000000.0,-0.039999999
2018-05-24,Visakhapatnam,,138.801325,4953560000000000.0,0.167337328
2018-05-25,Agartala,,,4109660000000000.0,
2018-05-25,Agra,,,,
2018-05-25,Aizwal,,,,
2018-05-25,Amritsar,,,1.01e+16,
2018-05-25,Asansol,,,7735940000000000.0,0.310000002
2018-05-25,Aurangabad,,,5102320000000000.0,0.019285305
2018-05-25,Bareilly,,,,
2018-05-25,Belgaum,,,3180780000000000.0,-0.047411453
2018-05-25,Bengaluru,,,,
2018-05-25,Bhopal,,,,
2018-05-25,Chandigarh,,,,
2018-05-25,Chennai,,101.514161,,
2018-05-25,Coimbatore,,,,
2018-05-25,Dehradun,,,,
2018-05-25,DurgBhilai,,,,
2018-05-25,Faridabad,,,,
2018-05-25,Gandhinagar,,,5086050000000000.0,0.439956248
2018-05-25,Gangtok,,,3449730000000000.0,
2018-05-25,Ghaziabad,,,,
2018-05-25,Gorakhpur,,,8270510000000000.0,0.012886006
2018-05-25,Gwalior,,,,
2018-05-25,Hyderabad,,,,
2018-05-25,Imphal,,,,
