date,location,BC_sat,CO_sat,NO2_sat,SO2_sat
2020-06-06,Aurangabad,,,3408460000000000.0,0.100000001
2020-06-06,Bareilly,,,4384130000000000.0,
2020-06-06,Belgaum,,103.02756,2842920000000000.0,-0.033142339
2020-06-06,Bengaluru,,,,
2020-06-06,Bhopal,,,,
2020-06-06,Chandigarh,,,,
2020-06-06,Chennai,,105.123036,,
2020-06-06,Coimbatore,,,2690020000000000.0,-0.02
2020-06-06,Dehradun,,,,
2020-06-06,DurgBhilai,,,-481259000000000.0,
2020-06-06,Faridabad,,,,
2020-06-06,Gandhinagar,,,6630900000000000.0,-0.089823753
2020-06-06,Gangtok,,,,
2020-06-06,Ghaziabad,,,,
2020-06-06,Gorakhpur,,,,
2020-06-06,Gwalior,,,,
2020-06-06,Hyderabad,,,,
2020-06-06,Imphal,,,,
2020-06-06,Indore,,,,
2020-06-06,Jabalpur,,,,
2020-06-06,Jaipur,,,,
2020-06-06,Jalandhar,,,,
2020-06-06,Jodhpur,,,5174260000000000.0,0.003133578
2020-06-06,Kanpur,,,1603900000000000.0,-0.007671393
2020-06-06,Kochi,,120.024197,,
2020-06-06,Kohima,,,,
2020-06-06,Kolkata,,,5507480000000000.0,
2020-06-06,Kota,,,,
2020-06-06,Kozhikode,,120.024197,,
2020-06-06,Lucknow,,,5713050000000000.0,0.059999999
2020-06-06,Ludhiana,,,,
2020-06-06,Mangaluru,,110.070687,2763680000000000.0,0.090000004
2020-06-06,Meerut,,,,
2020-06-06,Miami,,,,
2020-06-06,Moradabad,,,,
2020-06-06,Mumbai,,107.50955,3453140000000000.0,-0.270000011
2020-06-06,Mysuru,,,3444670000000000.0,0.170000002
2020-06-06,Nashik,,110.47814,3430420000000000.0,-0.071911633
2020-06-06,NewDelhi,,,,
2020-06-06,Patna,,,5880300000000000.0,-0.025550416
2020-06-06,Pondicherry,,86.7294148,,
2020-06-06,Prayagraj,,,5914690000000000.0,-0.013273584
2020-06-06,Pune,,,2612740000000000.0,0.100619175
2020-06-06,Shillong,,,,
2020-06-06,Solapur,,,3763510000000000.0,-0.046775889
2020-06-06,Srinagar,,,,
2020-06-06,Thiruvananthapuram,,102.969352,2571310000000000.0,0.189999998
2020-06-06,Varanasi,,,6146730000000000.0,0.300000012
2020-06-06,Vijaywada,,110.827386,,
2020-06-06,Visakhapatnam,,112.764271,5496850000000000.0,0.060635816
2020-06-07,Agartala,,114.552677,,
2020-06-07,Agra,,,6101810000000000.0,-0.121110052
2020-06-07,Aizwal,,,,
2020-06-07,Amritsar,,,6869560000000000.0,0.07985165
2020-06-07,Asansol,,,9026290000000000.0,
2020-06-07,Aurangabad,,,5276470000000000.0,-0.082506836
2020-06-07,Bareilly,,,5799950000000000.0,
2020-06-07,Belgaum,,,,0.056620985
2020-06-07,Bengaluru,,,,
2020-06-07,Bhopal,,,4276600000000000.0,
2020-06-07,Chandigarh,,,,
2020-06-07,Chennai,,,4213150000000000.0,
2020-06-07,Coimbatore,,,,
2020-06-07,Dehradun,,,8304260000000000.0,0.07
2020-06-07,DurgBhilai,,,3490860000000000.0,
2020-06-07,Faridabad,,,7292830000000000.0,
2020-06-07,Gandhinagar,,,5905640000000000.0,
2020-06-07,Gangtok,,,,
2020-06-07,Ghaziabad,,,6629370000000000.0,
2020-06-07,Gorakhpur,,,4174370000000000.0,0.052395523
2020-06-07,Gwalior,,,4961900000000000.0,
2020-06-07,Hyderabad,,,3871260000000000.0,
2020-06-07,Imphal,,,,
2020-06-07,Indore,,,3869310000000000.0,-0.010087317
2020-06-07,Jabalpur,,,4596190000000000.0,
2020-06-07,Jaipur,,,5840650000000000.0,0.07
2020-06-07,Jalandhar,,,7281780000000000.0,0.075046338
2020-06-07,Jodhpur,,,5607020000000000.0,0.002074484
2020-06-07,Kanpur,,,5090030000000000.0,-0.180706218
2020-06-07,Kochi,,,,
2020-06-07,Kohima,,,-1659830000000000.0,
2020-06-07,Kolkata,,128.871761,5689980000000000.0,0.280000001
2020-06-07,Kota,,,4802440000000000.0,-0.01
2020-06-07,Kozhikode,,120.955519,,0.129999995
2020-06-07,Lucknow,,,4262200000000000.0,-0.209999993
2020-06-07,Ludhiana,,,7924620000000000.0,0.130025968
2020-06-07,Mangaluru,,112.515409,2159610000000000.0,
2020-06-07,Meerut,,,6774590000000000.0,
2020-06-07,Miami,,112.748239,,
2020-06-07,Moradabad,,,6375140000000000.0,
2020-06-07,Mumbai,,103.202183,3752760000000000.0,0.037387628
2020-06-07,Mysuru,,,3295350000000000.0,0.032271273
2020-06-07,Nashik,,,3923410000000000.0,0.01
2020-06-07,NewDelhi,,,6460430000000000.0,
2020-06-07,Patna,,,4615920000000000.0,0.016996877
2020-06-07,Pondicherry,,,3046760000000000.0,
2020-06-07,Prayagraj,,,5133050000000000.0,0.244558826
2020-06-07,Pune,,101.572368,3239470000000000.0,0.013932925
2020-06-07,Shillong,,,,
2020-06-07,Solapur,,,4378790000000000.0,-0.02247132
2020-06-07,Srinagar,,,4281040000000000.0,-0.104948007
2020-06-07,Thiruvananthapuram,,,,
2020-06-07,Varanasi,,,5409680000000000.0,0.340000004
2020-06-07,Vijaywada,,,3432390000000000.0,
2020-06-07,Visakhapatnam,,,,
2020-06-08,Agartala,,,4046510000000000.0,
2020-06-08,Agra,,,,
2020-06-08,Aizwal,,,2877640000000000.0,
2020-06-08,Amritsar,,,6920740000000000.0,0.093758225
2020-06-08,Asansol,,,,
2020-06-08,Aurangabad,,,3268970000000000.0,0.026056005
2020-06-08,Bareilly,,,,
2020-06-08,Belgaum,,,2968230000000000.0,0.0066707
2020-06-08,Bengaluru,,,3185800000000000.0,-0.04499748
2020-06-08,Bhopal,,,5725850000000000.0,
2020-06-08,Chandigarh,,,,
2020-06-08,Chennai,,106.054358,3682840000000000.0,
2020-06-08,Coimbatore,,,3816210000000000.0,-0.000729773
2020-06-08,Dehradun,,,,
2020-06-08,DurgBhilai,,,,
2020-06-08,Faridabad,,,,
2020-06-08,Gandhinagar,,,7041860000000000.0,-0.154976562
2020-06-08,Gangtok,,,,
2020-06-08,Ghaziabad,,,,
2020-06-08,Gorakhpur,,,2315650000000000.0,-0.280000001
2020-06-08,Gwalior,,,,
2020-06-08,Hyderabad,,,3288040000000000.0,
2020-06-08,Imphal,,,3543490000000000.0,0.079999998
2020-06-08,Indore,,,4360460000000000.0,0.143333331
2020-06-08,Jabalpur,,,,
2020-06-08,Jaipur,,,7600210000000000.0,-0.073793858
2020-06-08,Jalandhar,,,6531140000000000.0,0.130264655
2020-06-08,Jodhpur,,,4973730000000000.0,0.016477624
2020-06-08,Kanpur,,,,
2020-06-08,Kochi,,98.0799086,2230090000000000.0,
2020-06-08,Kohima,,,2495400000000000.0,
2020-06-08,Kolkata,,,5293250000000000.0,
2020-06-08,Kota,,,5391690000000000.0,0.060139649
2020-06-08,Kozhikode,,121.18835,2884960000000000.0,0.102040164
2020-06-08,Lucknow,,,,
2020-06-08,Ludhiana,,,7996290000000000.0,0.569999993
2020-06-08,Mangaluru,,111.293048,2410660000000000.0,
2020-06-08,Meerut,,,,
2020-06-08,Miami,,,,
2020-06-08,Moradabad,,,,
2020-06-08,Mumbai,,123.516656,2893240000000000.0,
2020-06-08,Mysuru,,,1398720000000000.0,-0.009987257
2020-06-08,Nashik,,119.791366,3203980000000000.0,0.092521258
2020-06-08,NewDelhi,,,,
2020-06-08,Patna,,,5791990000000000.0,-0.047103021
2020-06-08,Pondicherry,,109.25578,3536700000000000.0,0.026666667
2020-06-08,Prayagraj,,,,
2020-06-08,Pune,,,3246550000000000.0,0.099250078
2020-06-08,Shillong,,,,
2020-06-08,Solapur,,,4772830000000000.0,0.122707598
2020-06-08,Srinagar,,,5088940000000000.0,
2020-06-08,Thiruvananthapuram,,95.9844328,2431730000000000.0,-0.015595413
2020-06-08,Varanasi,,,,
2020-06-08,Vijaywada,,,,
2020-06-08,Visakhapatnam,,122.93458,,
2020-06-09,Agartala,,115.600415,3632790000000000.0,
2020-06-09,Agra,,,6443180000000000.0,0.024255669
2020-06-09,Aizwal,,,,
2020-06-09,Amritsar,,,8040850000000000.0,0.189999998
2020-06-09,Asansol,,,9840210000000000.0,
2020-06-09,Aurangabad,,,,-0.118430503
2020-06-09,Bareilly,,,6239360000000000.0,
2020-06-09,Belgaum,,,2537810000000000.0,-0.002845393
2020-06-09,Bengaluru,,,3004170000000000.0,
2020-06-09,Bhopal,,,4375910000000000.0,-0.003877726
2020-06-09,Chandigarh,,,6320890000000000.0,-0.660000026
2020-06-09,Chennai,,,,
2020-06-09,Coimbatore,,,6274850000000000.0,-0.11663048
2020-06-09,Dehradun,,,6519030000000000.0,-0.147625566
2020-06-09,DurgBhilai,,,5991040000000000.0,
2020-06-09,Faridabad,,,8130400000000000.0,-0.142936587
2020-06-09,Gandhinagar,,100.2918,4360610000000000.0,
2020-06-09,Gangtok,,,,
2020-06-09,Ghaziabad,,,8158750000000000.0,0.263766438
2020-06-09,Gorakhpur,,,5024700000000000.0,0.034097944
2020-06-09,Gwalior,,,6126440000000000.0,-0.002635672
2020-06-09,Hyderabad,,,,
2020-06-09,Imphal,,,,
2020-06-09,Indore,,,5329410000000000.0,-0.056666665
2020-06-09,Jabalpur,,,4342440000000000.0,0.090000004
2020-06-09,Jaipur,,,6032660000000000.0,-0.031080786
2020-06-09,Jalandhar,,,8088510000000000.0,0.025244914
2020-06-09,Jodhpur,,,4501550000000000.0,-0.019260522
2020-06-09,Kanpur,,,6080530000000000.0,
2020-06-09,Kochi,,89.1741365,2248110000000000.0,
2020-06-09,Kohima,,,,
2020-06-09,Kolkata,,114.610884,6721220000000000.0,
2020-06-09,Kota,,,,
2020-06-09,Kozhikode,,101.339538,2673570000000000.0,
2020-06-09,Lucknow,,,7586770000000000.0,0.289999992
2020-06-09,Ludhiana,,,8172960000000000.0,-0.200012982
2020-06-09,Mangaluru,,104.540959,,
2020-06-09,Meerut,,,7307160000000000.0,0.157611862
2020-06-09,Miami,,108.091626,,
2020-06-09,Moradabad,,,6951150000000000.0,-0.147269785
2020-06-09,Mumbai,,110.827386,,
2020-06-09,Mysuru,,,2432980000000000.0,
2020-06-09,Nashik,,100.932084,3492450000000000.0,-0.173175186
2020-06-09,NewDelhi,,,8123000000000000.0,0.449999988
2020-06-09,Patna,,,6470230000000000.0,-0.009958362
2020-06-09,Pondicherry,,,,
2020-06-09,Prayagraj,,,6702520000000000.0,-0.159999996
2020-06-09,Pune,,102.03803,2621770000000000.0,-0.232523397
2020-06-09,Shillong,,,,
2020-06-09,Solapur,,,4160360000000000.0,-0.090267777
2020-06-09,Srinagar,,,4256800000000000.0,-0.085022286
2020-06-09,Thiruvananthapuram,,93.8307494,3008620000000000.0,0.0433309
2020-06-09,Varanasi,,,7061060000000000.0,-0.125
2020-06-09,Vijaywada,,,5527380000000000.0,
2020-06-09,Visakhapatnam,,,,
2020-06-10,Agartala,,100.757461,5036200000000000.0,
2020-06-10,Agra,,,5302100000000000.0,-0.006075589
2020-06-10,Aizwal,,,3830050000000000.0,0.230000004
2020-06-10,Amritsar,,,6634670000000000.0,0.019395987
2020-06-10,Asansol,,,6570110000000000.0,
2020-06-10,Aurangabad,,,3852990000000000.0,-0.400000006
2020-06-10,Bareilly,,,5984880000000000.0,0.143813238
2020-06-10,Belgaum,,,2560660000000000.0,
2020-06-10,Bengaluru,,,,
2020-06-10,Bhopal,,,5263140000000000.0,0.010005908
2020-06-10,Chandigarh,,,,
2020-06-10,Chennai,,,,
2020-06-10,Coimbatore,,,,
2020-06-10,Dehradun,,,6356770000000000.0,-0.214735582
2020-06-10,DurgBhilai,,,5683220000000000.0,
2020-06-10,Faridabad,,,8962650000000000.0,0.026775546
2020-06-10,Gandhinagar,,,5310400000000000.0,
2020-06-10,Gangtok,,,,
2020-06-10,Ghaziabad,,,1.08e+16,0.123706609
2020-06-10,Gorakhpur,,,,
2020-06-10,Gwalior,,,4146720000000000.0,-0.220031917
2020-06-10,Hyderabad,,,4679810000000000.0,
2020-06-10,Imphal,,,,
2020-06-10,Indore,,,4662760000000000.0,-0.084903941
2020-06-10,Jabalpur,,,4480680000000000.0,-0.024649074
2020-06-10,Jaipur,,,5940010000000000.0,-0.087046854
2020-06-10,Jalandhar,,,6327620000000000.0,0.0
2020-06-10,Jodhpur,,,4616350000000000.0,0.001748075
2020-06-10,Kanpur,,,4771990000000000.0,-0.153865561
2020-06-10,Kochi,,,,
2020-06-10,Kohima,,,,
2020-06-10,Kolkata,,132.364221,4310780000000000.0,
2020-06-10,Kota,,,3936720000000000.0,0.058077253
2020-06-10,Kozhikode,,,2236530000000000.0,
2020-06-10,Lucknow,,,,
2020-06-10,Ludhiana,,,6395210000000000.0,-0.071167253
2020-06-10,Mangaluru,,,,
2020-06-10,Meerut,,,7462280000000000.0,0.183721274
2020-06-10,Miami,,,,
2020-06-10,Moradabad,,,6060780000000000.0,0.075870566
2020-06-10,Mumbai,,,3531480000000000.0,
2020-06-10,Mysuru,,,,
2020-06-10,Nashik,,,3755380000000000.0,
2020-06-10,NewDelhi,,,8624810000000000.0,0.0
2020-06-10,Patna,,,,
2020-06-10,Pondicherry,,,,
2020-06-10,Prayagraj,,,,
2020-06-10,Pune,,,3173660000000000.0,-0.16783078
2020-06-10,Shillong,,,,
2020-06-10,Solapur,,,3931370000000000.0,-0.107069664
2020-06-10,Srinagar,,,3596380000000000.0,0.035022281
2020-06-10,Thiruvananthapuram,,,2665210000000000.0,0.219999999
2020-06-10,Varanasi,,,,
2020-06-10,Vijaywada,,,,
2020-06-10,Visakhapatnam,,,,
2020-06-11,Agartala,,,3274220000000000.0,
2020-06-11,Agra,,,9759870000000000.0,0.040138949
2020-06-11,Aizwal,,,3068160000000000.0,
2020-06-11,Amritsar,,,6995990000000000.0,0.213607356
2020-06-11,Asansol,,,3344700000000000.0,
2020-06-11,Aurangabad,,,,
2020-06-11,Bareilly,,,8508650000000000.0,0.35251829
2020-06-11,Belgaum,,,,
2020-06-11,Bengaluru,,,,
2020-06-11,Bhopal,,,6742380000000000.0,0.120018721
2020-06-11,Chandigarh,,,8683740000000000.0,1.04999995
2020-06-11,Chennai,,,,
2020-06-11,Coimbatore,,,,
2020-06-11,Dehradun,,,,-0.099961214
2020-06-11,DurgBhilai,,,5322510000000000.0,
2020-06-11,Faridabad,,,8365460000000000.0,0.089712545
2020-06-11,Gandhinagar,,,,
2020-06-11,Gangtok,,,,
2020-06-11,Ghaziabad,,,8907990000000000.0,0.250147015
2020-06-11,Gorakhpur,,,5550520000000000.0,
2020-06-11,Gwalior,,,8634940000000000.0,0.127405524
2020-06-11,Hyderabad,,,,
2020-06-11,Imphal,,,,
2020-06-11,Indore,,,4689600000000000.0,
2020-06-11,Jabalpur,,,,
2020-06-11,Jaipur,,,7396380000000000.0,-0.085252322
2020-06-11,Jalandhar,,,7869120000000000.0,0.137394086
2020-06-11,Jodhpur,,,,
2020-06-11,Kanpur,,,6513680000000000.0,0.101034924
2020-06-11,Kochi,,,,
2020-06-11,Kohima,,,,
2020-06-11,Kolkata,,,,
2020-06-11,Kota,,,2868510000000000.0,0.112488285
2020-06-11,Kozhikode,,110.885594,,
2020-06-11,Lucknow,,,8000450000000000.0,0.129999995
2020-06-11,Ludhiana,,,1.02e+16,-0.037048023
2020-06-11,Mangaluru,,106.985681,,
2020-06-11,Meerut,,,8527410000000000.0,0.01011689
2020-06-11,Miami,,100.641046,,
2020-06-11,Moradabad,,,9132990000000000.0,
2020-06-11,Mumbai,,110.361725,,
2020-06-11,Mysuru,,,,
2020-06-11,Nashik,,,,
2020-06-11,NewDelhi,,,8813370000000000.0,-0.100000001
2020-06-11,Patna,,,5888740000000000.0,
2020-06-11,Pondicherry,,,,
2020-06-11,Prayagraj,,,4918880000000000.0,-0.039825078
2020-06-11,Pune,,109.139364,,
2020-06-11,Shillong,,131.083652,,
2020-06-11,Solapur,,,,
2020-06-11,Srinagar,,,,0.140163392
2020-06-11,Thiruvananthapuram,,,,
2020-06-11,Varanasi,,,5643170000000000.0,
2020-06-11,Vijaywada,,,,
2020-06-11,Visakhapatnam,,,,
2020-06-12,Agartala,,,,
2020-06-12,Agra,,,5911910000000000.0,-0.079999998
2020-06-12,Aizwal,,,3267310000000000.0,
2020-06-12,Amritsar,,,6739580000000000.0,0.05720197
2020-06-12,Asansol,,,,
2020-06-12,Aurangabad,,,,
2020-06-12,Bareilly,,,7031760000000000.0,-0.070167564
2020-06-12,Belgaum,,,,
2020-06-12,Bengaluru,,,,
2020-06-12,Bhopal,,,5045910000000000.0,
2020-06-12,Chandigarh,,,9651520000000000.0,
2020-06-12,Chennai,,111.758709,4158280000000000.0,
2020-06-12,Coimbatore,,,,
2020-06-12,Dehradun,,,6969880000000000.0,0.007882708
2020-06-12,DurgBhilai,,,3967150000000000.0,
2020-06-12,Faridabad,,,8763120000000000.0,-0.09788359
2020-06-12,Gandhinagar,,,5122150000000000.0,
2020-06-12,Gangtok,,,,
2020-06-12,Ghaziabad,,,1.03e+16,-0.047115993
2020-06-12,Gorakhpur,,,4124470000000000.0,
2020-06-12,Gwalior,,,4864890000000000.0,
2020-06-12,Hyderabad,,,,
2020-06-12,Imphal,,,,
2020-06-12,Indore,,,4951090000000000.0,
2020-06-12,Jabalpur,,,4518340000000000.0,
2020-06-12,Jaipur,,,6055120000000000.0,-0.106552504
2020-06-12,Jalandhar,,,7408580000000000.0,0.063735105
2020-06-12,Jodhpur,,,5043330000000000.0,0.173880488
2020-06-12,Kanpur,,,6131100000000000.0,0.016026605
2020-06-12,Kochi,,,,
2020-06-12,Kohima,,,,0.129999995
2020-06-12,Kolkata,,,,
2020-06-12,Kota,,,6605800000000000.0,0.084963575
2020-06-12,Kozhikode,,,2885600000000000.0,
2020-06-12,Lucknow,,,5389280000000000.0,-0.540000021
2020-06-12,Ludhiana,,,8874900000000000.0,-0.094445087
2020-06-12,Mangaluru,,,,
2020-06-12,Meerut,,,8043890000000000.0,-0.032899108
2020-06-12,Miami,,101.164915,,
2020-06-12,Moradabad,,,6665780000000000.0,-0.063041672
2020-06-12,Mumbai,,,,
2020-06-12,Mysuru,,,,
2020-06-12,Nashik,,,,
2020-06-12,NewDelhi,,,1.02e+16,0.029999999
2020-06-12,Patna,,,,
2020-06-12,Pondicherry,,,,
2020-06-12,Prayagraj,,,6051500000000000.0,-0.009112599
2020-06-12,Pune,,,,
2020-06-12,Shillong,,,,
2020-06-12,Solapur,,,,
2020-06-12,Srinagar,,,,-0.01337957
2020-06-12,Thiruvananthapuram,,,2551730000000000.0,
2020-06-12,Varanasi,,,5509850000000000.0,0.519999981
2020-06-12,Vijaywada,,,,
2020-06-12,Visakhapatnam,,,,
2020-06-13,Agartala,,,,
2020-06-13,Agra,,,,
2020-06-13,Aizwal,,,,
2020-06-13,Amritsar,,,,
2020-06-13,Asansol,,,,
2020-06-13,Aurangabad,,,,
2020-06-13,Bareilly,,,7836790000000000.0,0.006627029
2020-06-13,Belgaum,,,,
2020-06-13,Bengaluru,,,,
2020-06-13,Bhopal,,,,
2020-06-13,Chandigarh,,,,
2020-06-13,Chennai,,106.345396,,
2020-06-13,Coimbatore,,,,
2020-06-13,Dehradun,,,2871790000000000.0,0.07
2020-06-13,DurgBhilai,,,5277790000000000.0,
2020-06-13,Faridabad,,,,
2020-06-13,Gandhinagar,,,5424370000000000.0,
2020-06-13,Gangtok,,,,
2020-06-13,Ghaziabad,,,,
2020-06-13,Gorakhpur,,,5653050000000000.0,0.143856749
2020-06-13,Gwalior,,,,
2020-06-13,Hyderabad,,,,
2020-06-13,Imphal,,,,-0.029999999
2020-06-13,Indore,,,,
2020-06-13,Jabalpur,,,5311890000000000.0,0.097499996
2020-06-13,Jaipur,,,,
2020-06-13,Jalandhar,,,,
2020-06-13,Jodhpur,,,,0.079999998
2020-06-13,Kanpur,,,6215380000000000.0,0.00381601
2020-06-13,Kochi,,93.5979187,3531300000000000.0,
2020-06-13,Kohima,,,,
2020-06-13,Kolkata,,,,
2020-06-13,Kota,,,,
2020-06-13,Kozhikode,,119.791366,,
2020-06-13,Lucknow,,,6446860000000000.0,0.129999995
2020-06-13,Ludhiana,,,,
2020-06-13,Mangaluru,,112.049747,3348840000000000.0,
2020-06-13,Meerut,,,3292580000000000.0,
2020-06-13,Miami,,105.821528,,
2020-06-13,Moradabad,,,5800340000000000.0,0.072366469
2020-06-13,Mumbai,,121.421181,3906280000000000.0,
2020-06-13,Mysuru,,,,
2020-06-13,Nashik,,,3751410000000000.0,
2020-06-13,NewDelhi,,,,
2020-06-13,Patna,,,6825580000000000.0,0.219999999
2020-06-13,Pondicherry,,105.00662,,
2020-06-13,Prayagraj,,,5815250000000000.0,0.159999996
2020-06-13,Pune,,,3733380000000000.0,
2020-06-13,Shillong,,,,
2020-06-13,Solapur,,,,
2020-06-13,Srinagar,,,,
2020-06-13,Thiruvananthapuram,,96.7993401,2516980000000000.0,
2020-06-13,Varanasi,,,6418580000000000.0,
2020-06-13,Vijaywada,,,,
2020-06-13,Visakhapatnam,,,3799840000000000.0,0.053815723
2020-06-14,Agartala,,110.361725,,
2020-06-14,Agra,,,5599970000000000.0,0.0
2020-06-14,Aizwal,,,3162850000000000.0,
2020-06-14,Amritsar,,,7777820000000000.0,-0.093977585
2020-06-14,Asansol,,,,
2020-06-14,Aurangabad,,,4415320000000000.0,
2020-06-14,Bareilly,,,4415710000000000.0,0.118603505
2020-06-14,Belgaum,,,,
2020-06-14,Bengaluru,,,1561860000000000.0,
2020-06-14,Bhopal,,,5715720000000000.0,
2020-06-14,Chandigarh,,,5982000000000000.0,0.079999998
2020-06-14,Chennai,,,4434260000000000.0,
2020-06-14,Coimbatore,,,,
2020-06-14,Dehradun,,,5159630000000000.0,-0.074999996
2020-06-14,DurgBhilai,,,,
2020-06-14,Faridabad,,,6941220000000000.0,
2020-06-14,Gandhinagar,,,4011320000000000.0,
2020-06-14,Gangtok,,,,
2020-06-14,Ghaziabad,,,7143620000000000.0,
2020-06-14,Gorakhpur,,,4158010000000000.0,-0.140000001
2020-06-14,Gwalior,,,8848530000000000.0,
2020-06-14,Hyderabad,,,,
2020-06-14,Imphal,,,3653800000000000.0,0.01
2020-06-14,Indore,,,4973960000000000.0,
2020-06-14,Jabalpur,,,,
2020-06-14,Jaipur,,,5585320000000000.0,
2020-06-14,Jalandhar,,,7644630000000000.0,0.179860994
2020-06-14,Jodhpur,,,5743590000000000.0,0.041972715
2020-06-14,Kanpur,,,5176770000000000.0,0.003701407
2020-06-14,Kochi,,,,
2020-06-14,Kohima,,,,
2020-06-14,Kolkata,,124.68081,,
2020-06-14,Kota,,,6025730000000000.0,
2020-06-14,Kozhikode,,,,
2020-06-14,Lucknow,,,5157300000000000.0,-0.059999999
2020-06-14,Ludhiana,,,8714620000000000.0,0.068072684
2020-06-14,Mangaluru,,,,
2020-06-14,Meerut,,,5631990000000000.0,0.200000003
2020-06-14,Miami,,94.2964107,,
2020-06-14,Moradabad,,,4969670000000000.0,-0.27880159
2020-06-14,Mumbai,,110.594556,4889010000000000.0,
2020-06-14,Mysuru,,,,
2020-06-14,Nashik,,,3258650000000000.0,
2020-06-14,NewDelhi,,,6942640000000000.0,
2020-06-14,Patna,,,5103060000000000.0,0.005706214
2020-06-14,Pondicherry,,,4842390000000000.0,
2020-06-14,Prayagraj,,,4824380000000000.0,0.189999998
2020-06-14,Pune,,,,
2020-06-14,Shillong,,,,
2020-06-14,Solapur,,,,
2020-06-14,Srinagar,,,3903700000000000.0,0.014959119
2020-06-14,Thiruvananthapuram,,,2343470000000000.0,-0.269943058
2020-06-14,Varanasi,,,5163280000000000.0,
2020-06-14,Vijaywada,,,3452860000000000.0,
2020-06-14,Visakhapatnam,,108.964741,,
2020-06-15,Agartala,,,,
2020-06-15,Agra,,,,
2020-06-15,Aizwal,,,3712220000000000.0,
2020-06-15,Amritsar,,,,
2020-06-15,Asansol,,,,
2020-06-15,Aurangabad,,,,0.170000002
2020-06-15,Bareilly,,,,
2020-06-15,Belgaum,,,,
2020-06-15,Bengaluru,,,5959490000000000.0,
2020-06-15,Bhopal,,,,
2020-06-15,Chandigarh,,,,
2020-06-15,Chennai,,107.50955,,
2020-06-15,Coimbatore,,,3168820000000000.0,-0.043287359
2020-06-15,Dehradun,,,,
2020-06-15,DurgBhilai,,,,
2020-06-15,Faridabad,,,,
2020-06-15,Gandhinagar,,,4873510000000000.0,0.090159342
2020-06-15,Gangtok,,,,
2020-06-15,Ghaziabad,,,,
2020-06-15,Gorakhpur,,,5732540000000000.0,
2020-06-15,Gwalior,,,,
2020-06-15,Hyderabad,,,,
2020-06-15,Imphal,,,,
2020-06-15,Indore,,,4751850000000000.0,
2020-06-15,Jabalpur,,,,
2020-06-15,Jaipur,,,,
2020-06-15,Jalandhar,,,,
2020-06-15,Jodhpur,,,5402430000000000.0,0.017874733
2020-06-15,Kanpur,,,,
2020-06-15,Kochi,,101.921614,2741660000000000.0,0.02
2020-06-15,Kohima,,,,
2020-06-15,Kolkata,,,,
2020-06-15,Kota,,,5844540000000000.0,
2020-06-15,Kozhikode,,114.028808,5091000000000000.0,
2020-06-15,Lucknow,,,,
2020-06-15,Ludhiana,,,,
2020-06-15,Mangaluru,,120.257027,,
2020-06-15,Meerut,,,,
2020-06-15,Miami,,105.705112,,
2020-06-15,Moradabad,,,,
2020-06-15,Mumbai,,124.447979,,
2020-06-15,Mysuru,,,2227400000000000.0,0.029999999
2020-06-15,Nashik,,,,
2020-06-15,NewDelhi,,,,
2020-06-15,Patna,,,,
2020-06-15,Pondicherry,,98.3127393,,
2020-06-15,Prayagraj,,,-3218900000000000.0,
2020-06-15,Pune,,,,0.03713819
2020-06-15,Shillong,,,2509120000000000.0,
2020-06-15,Solapur,,,3187730000000000.0,
2020-06-15,Srinagar,,,,
2020-06-15,Thiruvananthapuram,,97.7888703,2556370000000000.0,0.069939859
2020-06-15,Varanasi,,,,
2020-06-15,Vijaywada,,,,
2020-06-15,Visakhapatnam,,120.169716,5392420000000000.0,
2020-06-16,Agartala,,,,
2020-06-16,Agra,,,6908020000000000.0,
2020-06-16,Aizwal,,,,
2020-06-16,Amritsar,,,8639050000000000.0,0.04791132
2020-06-16,Asansol,,,7537480000000000.0,
2020-06-16,Aurangabad,,,,0.209865108
2020-06-16,Bareilly,,,6593450000000000.0,
2020-06-16,Belgaum,,,,
2020-06-16,Bengaluru,,,,
2020-06-16,Bhopal,,,,
2020-06-16,Chandigarh,,,9281310000000000.0,-0.029999999
2020-06-16,Chennai,,,2617960000000000.0,
2020-06-16,Coimbatore,,,,
2020-06-16,Dehradun,,,8126890000000000.0,
2020-06-16,DurgBhilai,,,,
2020-06-16,Faridabad,,,7773520000000000.0,-0.043147281
2020-06-16,Gandhinagar,,,5989100000000000.0,-0.084923446
2020-06-16,Gangtok,,,,
2020-06-16,Ghaziabad,,,8177440000000000.0,-0.079999998
2020-06-16,Gorakhpur,,,,
2020-06-16,Gwalior,,,6068180000000000.0,
2020-06-16,Hyderabad,,,,
2020-06-16,Imphal,,,,
2020-06-16,Indore,,,4609120000000000.0,0.256075591
2020-06-16,Jabalpur,,,3941060000000000.0,
2020-06-16,Jaipur,,,6582210000000000.0,-0.087215118
2020-06-16,Jalandhar,,,8795850000000000.0,0.004966903
2020-06-16,Jodhpur,,,6431850000000000.0,0.074697956
2020-06-16,Kanpur,,,5850260000000000.0,
2020-06-16,Kochi,,109.779648,3533520000000000.0,
2020-06-16,Kohima,,,,
2020-06-16,Kolkata,,,3321390000000000.0,
2020-06-16,Kota,,,,
2020-06-16,Kozhikode,,103.842467,1665440000000000.0,
2020-06-16,Lucknow,,,4637010000000000.0,
2020-06-16,Ludhiana,,,9004140000000000.0,0.181146666
2020-06-16,Mangaluru,,114.552677,,
