"","Date","CO","NO2","SO2","PM2_5","Unemployment_Rate"
"1",2018-01-01,522.603185521228,10.0049622525746,7.12642390287517,49.0343639099827,8.31666666666667
"2",2018-04-01,399.208070106664,8.42216038616293,5.1566390423774,20.4486473529552,7.08
"3",2018-07-01,268.065907417463,4.50233361552915,2.6577436906377,8.50899731286513,7.29666666666667
"4",2018-10-01,399.797825105567,7.2758115596079,4.62894783756644,36.1550967000975,7.24666666666667
"5",2019-01-01,430.535640936677,8.21631172104311,5.28224865556096,40.4934082054837,6.81333333333333
"6",2019-04-01,340.97100197915,7.13670737794311,4.29723072002096,15.997732096654,7.71
"7",2019-07-01,283.884558282554,5.68667664258611,3.41280420374652,8.28926281800647,6.91333333333333
"8",2019-10-01,427.183590903044,8.78616408994646,5.40022362933552,24.6586375451795,7.47
"9",2020-01-01,552.934065295466,10.1312542304562,7.29944510330856,46.8928542377331,7.3
"10",2020-04-01,378.419553299026,7.58902121478102,4.66759577225517,17.7610911769614,14.86
"11",2020-07-01,276.946140338368,5.28906317827066,2.85612663323173,8.78752751584594,7.99333333333333
"12",2020-10-01,527.550311514487,10.630092969447,7.1973802825394,42.1079631928716,5.38666666666667
"13",2021-01-01,600.25201011385,10.9164536656816,8.47101632344316,57.4134239228479,5.22
"14",2021-04-01,366.824508614325,8.46940765623429,4.77571480487157,16.9318545401927,15.6033333333333
"15",2021-07-01,247.575391330848,4.20684757069104,2.38290481879343,6.21802245114361,8.09333333333333
"16",2021-10-01,614.050095186571,12.6557588093174,7.81737723205806,45.0982413301055,6.39
"17",2022-01-01,524.187826210765,9.2129628402404,7.06124390831618,48.8643910056354,5.54666666666667
"18",2022-04-01,385.100723815568,9.22598511557073,5.04248904820908,14.7668690262093,5.66333333333333
