"","month","CO","NO2","SO2","PM2_5","Unemployment_Rate"
"1","2020-11",1002.8774829932,25.8979793792517,16.0838616071429,106.366151147959,12.01875
"2","2020-12",1201.56628696237,31.8178545026882,18.2179653897849,133.31642641129,17.8725
"3","2021-01",992.639131850321,21.6123068158715,13.6855547743291,125.944524995482,10.7975
"4","2021-02",1135.60756696429,26.0780003720238,17.4080933779762,133.138404017857,14.74625
"5","2021-03",692.634933014843,16.3105993600982,14.0737925870734,67.2428170289855,12.525
"6","2021-04",639.589112847222,14.9879791666667,16.2697361111111,55.7061996527778,17.2825
"7","2021-05",548.170084005376,10.4124227150538,11.4389280913978,51.1097597446237,16.5475
"8","2021-06",445.347001736111,9.01701215277778,10.4788524305556,37.8016076388889,15.1675
"9","2021-07",418.194516129032,8.93896001344086,9.4829872311828,28.1608198924731,13.32375
"10","2021-08",450.960470430108,9.93237063172043,8.46457325268817,27.7571891801075,16.635
"11","2021-09",553.430331597222,11.0604826388889,10.8366493055556,31.3945260416667,11.25875
"12","2021-10",913.607753696237,21.6097765456989,13.470497311828,74.5161727150538,16.815
"13","2021-11",1345.17785965278,29.9111501388889,16.6333097222222,140.063085555556,13.19375
"14","2021-12",1226.12009408602,28.1435752688172,16.1456081989247,140.659897513441,16.1825
"15","2022-01",1037.79370273109,23.0295807214015,12.7528592747583,102.00982641242,11.59625
"16","2022-02",933.730121751826,22.0314552070828,15.8999254545568,95.4079985587985,17.74625
"17","2022-03",804.854409186536,18.2928266713418,14.8255819746377,77.6880889872604,14.2625
"18","2022-04",636.963607638889,15.8605902777778,14.9954236111111,52.50784375,16.45375
"19","2022-05",468.453348454301,9.10152049731183,11.1795900537634,60.3951176075269,13.07375
"20","2022-06",417.291607638889,9.83670138888889,10.88084375,28.0362326388889,16.9075
"21","2022-07",468.983909866898,10.1437268518519,10.70322265625,24.4107016782407,12.165
