,City,Lat,Lng,Date,CO,NO2,SO2,PM2_5
0,Thiruvananthapuram,8.474,76.874,2020-11-24,364.3042857142858,1.3285714285714285,1.8057142857142858,57.005714285714284
1,Thiruvananthapuram,8.474,76.874,2020-11-25,316.2629166666666,0.53875,0.6716666666666667,32.49125
2,Thiruvananthapuram,8.474,76.874,2020-11-26,431.9754166666667,1.5054166666666664,2.3225000000000002,42.032500000000006
3,Thiruvananthapuram,8.474,76.874,2020-11-27,459.6529166666665,1.4687500000000002,2.097916666666667,59.03125
4,Thiruvananthapuram,8.474,76.874,2020-11-28,516.6733333333333,3.382916666666668,6.053333333333332,54.620000000000005
5,Thiruvananthapuram,8.474,76.874,2020-11-29,444.3529166666667,3.2937499999999993,5.120416666666666,25.85416666666666
6,Thiruvananthapuram,8.474,76.874,2020-11-30,471.0574999999999,3.7562499999999996,6.463333333333332,33.69541666666667
7,Thiruvananthapuram,8.474,76.874,2020-12-01,471.8899999999999,4.8462499999999995,6.730833333333332,47.50208333333333
8,Thiruvananthapuram,8.474,76.874,2020-12-02,455.06208333333325,3.467916666666666,4.338333333333334,41.41874999999999
9,Thiruvananthapuram,8.474,76.874,2020-12-03,487.18875,5.048333333333333,5.198333333333332,40.18666666666666
10,Thiruvananthapuram,8.474,76.874,2020-12-04,592.05375,8.347083333333334,5.611249999999999,37.20624999999999
11,Thiruvananthapuram,8.474,76.874,2020-12-05,466.88291666666686,3.5279166666666675,2.5041666666666664,16.97875
12,Thiruvananthapuram,8.474,76.874,2020-12-06,467.85791666666665,3.4262499999999996,3.712916666666667,23.53250000000001
13,Thiruvananthapuram,8.474,76.874,2020-12-07,545.1845833333333,5.465416666666667,9.185833333333333,49.274166666666666
14,Thiruvananthapuram,8.474,76.874,2020-12-08,549.6354166666666,10.258750000000001,9.719166666666668,29.84875
15,Thiruvananthapuram,8.474,76.874,2020-12-09,538.6475,7.586666666666666,9.539166666666667,41.57166666666668
16,Thiruvananthapuram,8.474,76.874,2020-12-10,489.1354166666667,6.43,8.812083333333332,56.62874999999999
17,Thiruvananthapuram,8.474,76.874,2020-12-11,393.45083333333326,2.683333333333333,4.6325,56.46000000000001
18,Thiruvananthapuram,8.474,76.874,2020-12-12,435.45166666666665,1.3895833333333334,3.3254166666666674,63.964166666666664
19,Thiruvananthapuram,8.474,76.874,2020-12-13,483.57333333333327,2.0708333333333333,4.329583333333334,68.55625
20,Thiruvananthapuram,8.474,76.874,2020-12-14,461.7375,3.9304166666666664,7.265833333333334,63.03
21,Thiruvananthapuram,8.474,76.874,2020-12-15,468.27500000000015,4.048333333333334,7.31125,59.385
22,Thiruvananthapuram,8.474,76.874,2020-12-16,594.4183333333334,4.640833333333334,7.263749999999999,59.52666666666667
23,Thiruvananthapuram,8.474,76.874,2020-12-17,591.0795833333335,2.1629166666666664,3.9524999999999992,56.33375
24,Thiruvananthapuram,8.474,76.874,2020-12-18,526.8262500000001,7.727916666666668,6.461666666666666,30.32791666666667
25,Thiruvananthapuram,8.474,76.874,2020-12-19,425.9954166666667,4.353333333333333,5.429166666666666,32.387499999999996
26,Thiruvananthapuram,8.474,76.874,2020-12-20,421.68458333333336,5.035416666666667,7.788333333333334,36.45666666666667
27,Thiruvananthapuram,8.474,76.874,2020-12-21,429.3333333333333,7.603750000000001,8.892083333333334,53.175416666666656
28,Thiruvananthapuram,8.474,76.874,2020-12-22,422.5183333333334,6.999166666666667,7.451250000000001,33.61208333333333
