,City,Lat,Lng,Date,CO,NO2,SO2,PM2_5
0,Nashik,20.008,73.79,2020-11-24,524.0442857142858,10.698571428571428,17.677142857142858,60.71142857142856
1,Nashik,20.008,73.79,2020-11-25,643.2333333333333,19.749583333333334,17.164166666666667,67.41375
2,Nashik,20.008,73.79,2020-11-26,485.9375,12.955833333333333,15.526666666666669,96.02291666666666
3,Nashik,20.008,73.79,2020-11-27,392.3391666666667,6.430416666666667,18.508333333333333,93.89541666666666
4,Nashik,20.008,73.79,2020-11-28,317.65250000000003,5.453333333333332,13.477083333333331,48.95791666666667
5,Nashik,20.008,73.79,2020-11-29,730.9920833333331,17.450000000000003,10.5075,56.21125
6,Nashik,20.008,73.79,2020-11-30,866.0358333333335,26.77291666666667,16.555833333333336,63.61916666666665
7,Nashik,20.008,73.79,2020-12-01,582.5962499999999,17.375833333333333,13.885,79.03708333333334
8,Nashik,20.008,73.79,2020-12-02,549.6349999999999,14.792083333333332,15.075833333333334,86.62041666666664
9,Nashik,20.008,73.79,2020-12-03,735.9979166666666,24.187916666666663,15.234583333333335,80.04625000000003
10,Nashik,20.008,73.79,2020-12-04,727.3766666666666,23.491249999999997,12.43875,67.04583333333333
11,Nashik,20.008,73.79,2020-12-05,613.6108333333333,18.05708333333333,13.305833333333332,74.96124999999999
12,Nashik,20.008,73.79,2020-12-06,515.9779166666667,12.149999999999999,12.652083333333335,66.64791666666667
13,Nashik,20.008,73.79,2020-12-07,538.5083333333333,13.481249999999998,13.163333333333334,77.07000000000001
14,Nashik,20.008,73.79,2020-12-08,698.3091666666668,22.28125,14.357916666666666,99.78916666666665
15,Nashik,20.008,73.79,2020-12-09,647.2670833333333,21.389166666666668,13.239583333333334,82.53166666666667
16,Nashik,20.008,73.79,2020-12-10,748.3766666666667,30.04166666666666,17.602083333333336,72.93625
17,Nashik,20.008,73.79,2020-12-11,1077.8504166666664,19.093333333333334,11.672083333333333,118.26625
18,Nashik,20.008,73.79,2020-12-12,501.51500000000004,10.185833333333333,14.675833333333332,115.33916666666664
19,Nashik,20.008,73.79,2020-12-13,556.0324999999998,17.152083333333334,29.09708333333333,124.88041666666662
20,Nashik,20.008,73.79,2020-12-14,924.03125,24.224583333333342,31.169166666666673,90.06874999999998
21,Nashik,20.008,73.79,2020-12-15,586.0733333333333,11.58083333333333,13.697083333333332,90.59041666666667
22,Nashik,20.008,73.79,2020-12-16,609.9945833333333,16.176249999999996,17.849583333333335,112.45416666666665
23,Nashik,20.008,73.79,2020-12-17,637.8104166666668,14.770833333333336,14.618749999999999,109.96208333333334
24,Nashik,20.008,73.79,2020-12-18,716.8054166666667,17.919166666666666,13.177916666666667,120.90624999999999
25,Nashik,20.008,73.79,2020-12-19,496.36833333333334,10.358749999999999,10.149999999999999,82.69208333333333
26,Nashik,20.008,73.79,2020-12-20,490.8054166666666,13.040416666666667,10.58,60.066250000000004
27,Nashik,20.008,73.79,2020-12-21,602.9008333333335,18.5425,11.847083333333336,46.995000000000005
28,Nashik,20.008,73.79,2020-12-22,760.0587500000001,21.98833333333334,14.690416666666664,71.05708333333332
29,Nashik,20.008,73.79,2020-12-23,850.1812500000001,24.702083333333338,20.78291666666667,107.23083333333334
30,Nashik,20.008,73.79,2020-12-24,698.8641666666667,18.075833333333332,14.799999999999999,108.04208333333332
31,Nashik,20.008,73.79,2020-12-25,588.0199999999999,13.188333333333333,13.848750000000003,113.23583333333335
32,Nashik,20.008,73.79,2020-12-26,928.2045833333333,28.290000000000003,20.177083333333332,136.60999999999999
33,Nashik,20.008,73.79,2020-12-27,676.0570833333334,14.192499999999997,15.249583333333334,128.37083333333334
34,Nashik,20.008,73.79,2020-12-28,556.0333333333334,15.332916666666668,21.77625,82.65708333333333
35,Nashik,20.008,73.79,2020-12-29,662.8441666666666,17.472916666666666,21.51499999999999,123.34583333333336
36,Nashik,20.008,73.79,2020-12-30,996.9075000000001,24.186666666666664,15.477916666666667,159.80166666666665
37,Nashik,20.008,73.79,2020-12-31,608.8829166666666,12.723750000000003,10.588333333333331,118.80333333333333
38,Nashik,20.008,73.79,2021-01-01,888.2895833333332,19.57583333333334,15.83916666666667,94.22416666666668
39,Nashik,20.008,73.79,2021-01-02,695.9445833333333,14.316250000000002,10.891666666666667,89.78708333333333
40,Nashik,20.008,73.79,2021-01-03,688.9908333333336,16.379583333333333,12.374999999999998,120.52750000000002
41,Nashik,20.008,73.79,2021-01-04,719.7266666666668,17.2625,22.097916666666663,69.84458333333332
42,Nashik,20.008,73.79,2021-01-05,787.5962499999999,19.950000000000003,16.235833333333336,67.46708333333333
43,Nashik,20.008,73.79,2021-01-06,684.9566666666666,17.483749999999997,19.227916666666673,56.08250000000001
44,Nashik,20.008,73.79,2021-01-07,491.50124999999997,10.27125,14.852083333333333,20.606666666666666
45,Nashik,20.008,73.79,2021-01-08,484.6858333333333,20.837083333333332,30.464166666666667,31.234583333333333
46,Nashik,20.008,73.79,2021-01-09,547.13125,12.386666666666668,16.775833333333335,61.77875
47,Nashik,20.008,73.79,2021-01-10,597.2,15.312916666666672,10.949166666666668,62.92041666666666
48,Nashik,20.008,73.79,2021-01-11,712.3554166666667,18.897916666666664,19.04041666666667,82.30458333333334
49,Nashik,20.008,73.79,2021-01-12,648.1016666666666,16.269166666666667,19.145416666666662,103.70916666666665
50,Nashik,20.008,73.79,2021-01-13,738.9187499999999,19.129166666666674,13.578333333333331,68.93083333333334
51,Nashik,20.008,73.79,2021-01-14,1032.5112499999998,25.40833333333333,15.36875,79.01541666666667
