,City,Lat,Lng,Date,CO,NO2,SO2,PM2_5
0,Bareilly,28.356,79.416,2020-11-24,1767.1599999999999,29.304285714285715,12.117142857142856,255.65142857142857
1,Bareilly,28.356,79.416,2020-11-25,1383.8220833333335,33.55916666666666,17.333333333333332,171.46083333333334
2,Bareilly,28.356,79.416,2020-11-26,964.3641666666666,29.04583333333333,15.488749999999998,96.48208333333334
3,Bareilly,28.356,79.416,2020-11-27,918.7462499999998,19.411250000000006,12.122916666666663,104.56958333333334
4,Bareilly,28.356,79.416,2020-11-28,1658.6383333333333,26.154583333333335,9.384166666666667,223.79541666666668
5,Bareilly,28.356,79.416,2020-11-29,2008.8354166666666,31.39916666666667,12.508333333333335,272.89916666666664
6,Bareilly,28.356,79.416,2020-11-30,2251.387083333333,35.69083333333334,17.174166666666668,308.6516666666667
7,Bareilly,28.356,79.416,2020-12-01,2355.4175,40.877916666666664,22.2075,401.13624999999996
8,Bareilly,28.356,79.416,2020-12-02,2130.1112499999995,38.38124999999999,18.677500000000002,318.7895833333334
9,Bareilly,28.356,79.416,2020-12-03,1897.01625,39.93333333333333,20.885833333333334,266.40916666666664
10,Bareilly,28.356,79.416,2020-12-04,1709.2633333333333,47.373749999999994,26.164166666666663,236.49833333333333
11,Bareilly,28.356,79.416,2020-12-05,1540.1441666666667,34.27166666666667,15.15625,206.85958333333335
12,Bareilly,28.356,79.416,2020-12-06,1577.4166666666667,31.160416666666666,25.794166666666666,299.0808333333334
13,Bareilly,28.356,79.416,2020-12-07,1850.288333333333,28.124166666666664,14.072499999999998,279.76333333333326
14,Bareilly,28.356,79.416,2020-12-08,2187.9683333333332,33.01708333333333,14.461250000000001,374.95166666666665
15,Bareilly,28.356,79.416,2020-12-09,1650.5725,28.091666666666665,14.497916666666669,245.9295833333333
16,Bareilly,28.356,79.416,2020-12-10,1157.4041666666667,21.502083333333335,14.606249999999998,170.48166666666668
17,Bareilly,28.356,79.416,2020-12-11,1558.2241666666666,31.81041666666667,12.616666666666667,169.53833333333333
18,Bareilly,28.356,79.416,2020-12-12,951.1516666666666,21.571666666666662,10.9825,117.33999999999999
19,Bareilly,28.356,79.416,2020-12-13,715.9720833333332,10.534166666666668,10.461666666666666,84.4475
20,Bareilly,28.356,79.416,2020-12-14,1182.16,25.630416666666672,13.402083333333332,131.8529166666667
21,Bareilly,28.356,79.416,2020-12-15,1350.7216666666666,27.598333333333333,14.758333333333335,190.45041666666668
22,Bareilly,28.356,79.416,2020-12-16,794.9687499999999,12.474583333333333,16.799166666666668,110.07666666666667
23,Bareilly,28.356,79.416,2020-12-17,868.1216666666666,12.053333333333335,10.96541666666667,114.99125000000004
24,Bareilly,28.356,79.416,2020-12-18,1094.2620833333333,14.727500000000001,11.022083333333333,140.00833333333335
25,Bareilly,28.356,79.416,2020-12-19,1349.3308333333332,25.095,8.382916666666668,170.64583333333334
26,Bareilly,28.356,79.416,2020-12-20,2149.5829166666667,46.492916666666666,26.652500000000003,313.46750000000003
27,Bareilly,28.356,79.416,2020-12-21,2345.402916666667,35.6575,14.298749999999998,456.1558333333334
28,Bareilly,28.356,79.416,2020-12-22,1974.344166666666,29.421250000000004,14.20125,359.41166666666663
29,Bareilly,28.356,79.416,2020-12-23,2141.7937500000003,28.998749999999998,14.995833333333332,325.99249999999995
30,Bareilly,28.356,79.416,2020-12-24,1300.6533333333334,20.26791666666667,18.609166666666663,227.78125
31,Bareilly,28.356,79.416,2020-12-25,813.3254166666666,10.758749999999997,9.611250000000002,112.63083333333333
32,Bareilly,28.356,79.416,2020-12-26,1673.1016666666667,32.64333333333334,14.509583333333333,206.31624999999997
33,Bareilly,28.356,79.416,2020-12-27,1281.182083333333,27.465833333333332,13.594999999999999,214.65083333333334
34,Bareilly,28.356,79.416,2020-12-28,866.7325000000001,20.10875,18.19666666666667,139.22291666666663
35,Bareilly,28.356,79.416,2020-12-29,930.15125,16.972916666666663,13.41625,112.01708333333335
36,Bareilly,28.356,79.416,2020-12-30,1370.4704166666668,23.088750000000005,13.594166666666665,216.20458333333337
37,Bareilly,28.356,79.416,2020-12-31,2018.8504166666664,32.917083333333345,13.029166666666667,311.0179166666667
38,Bareilly,28.356,79.416,2021-01-01,2241.3733333333334,69.42375,42.94958333333333,355.46541666666667
39,Bareilly,28.356,79.416,2021-01-02,1962.105416666667,43.94833333333333,21.259166666666665,245.74458333333334
40,Bareilly,28.356,79.416,2021-01-03,949.6212499999998,22.656666666666663,10.374583333333337,65.12541666666668
41,Bareilly,28.356,79.416,2021-01-04,1479.227916666666,25.972499999999997,14.960833333333335,113.28000000000002
42,Bareilly,28.356,79.416,2021-01-05,1161.5754166666668,22.559583333333332,10.042916666666668,106.40750000000001
43,Bareilly,28.356,79.416,2021-01-06,1034.1808333333333,23.58791666666667,9.812916666666668,76.8575
44,Bareilly,28.356,79.416,2021-01-07,972.9879166666666,16.410416666666663,12.783333333333331,154.43374999999995
45,Bareilly,28.356,79.416,2021-01-08,1018.3254166666667,14.234583333333333,14.336666666666666,169.30458333333334
46,Bareilly,28.356,79.416,2021-01-09,712.3554166666668,8.087916666666668,13.434583333333334,106.53208333333333
47,Bareilly,28.356,79.416,2021-01-10,710.1308333333333,7.979583333333333,10.542083333333332,97.6075
48,Bareilly,28.356,79.416,2021-01-11,881.19625,10.3575,8.815,118.82000000000001
49,Bareilly,28.356,79.416,2021-01-12,1485.6258333333333,26.44125,12.385416666666666,208.09249999999994
50,Bareilly,28.356,79.416,2021-01-13,2068.3608333333336,31.738750000000007,13.572916666666666,318.9483333333333
