,City,Lat,Lng,Date,CO,NO2,SO2,PM2_5
0,Chennai,13.043,80.237,2020-11-24,442.98285714285714,13.122857142857143,14.767142857142858,31.715714285714284
1,Chennai,13.043,80.237,2020-11-25,429.47166666666664,7.605,7.9725,18.28041666666667
2,Chennai,13.043,80.237,2020-11-26,471.0566666666666,11.225,14.98625,26.8
3,Chennai,13.043,80.237,2020-11-27,3357.0533333333333,58.65625000000002,46.75,168.29083333333335
4,Chennai,13.043,80.237,2020-11-28,723.6204166666665,23.79791666666667,23.172083333333333,34.31708333333332
5,Chennai,13.043,80.237,2020-11-29,549.3566666666665,16.230416666666667,19.35291666666667,57.74458333333334
6,Chennai,13.043,80.237,2020-11-30,629.7433333333332,19.515000000000004,22.56625,87.29124999999999
7,Chennai,13.043,80.237,2020-12-01,547.96625,16.615416666666665,23.505,82.09458333333332
8,Chennai,13.043,80.237,2020-12-02,539.8995833333332,14.287916666666668,15.960833333333328,46.24166666666668
9,Chennai,13.043,80.237,2020-12-03,599.1470833333334,13.642083333333334,13.87916666666667,32.160833333333336
10,Chennai,13.043,80.237,2020-12-04,536.7016666666667,13.105833333333335,13.398333333333333,26.956249999999997
11,Chennai,13.043,80.237,2020-12-05,523.3495833333334,10.312500000000002,11.569166666666666,16.590416666666666
12,Chennai,13.043,80.237,2020-12-06,522.6537500000001,14.309166666666668,15.392500000000004,17.894583333333333
13,Chennai,13.043,80.237,2020-12-07,704.01125,18.357916666666664,18.006666666666664,37.02333333333333
14,Chennai,13.043,80.237,2020-12-08,830.5704166666666,26.843749999999996,24.77125,73.83541666666666
15,Chennai,13.043,80.237,2020-12-09,894.2687500000001,32.2525,27.140416666666667,96.68333333333334
16,Chennai,13.043,80.237,2020-12-10,1298.1487499999998,48.16791666666666,33.278749999999995,144.03208333333333
17,Chennai,13.043,80.237,2020-12-11,1102.884166666667,40.420833333333334,26.97083333333333,141.40249999999995
18,Chennai,13.043,80.237,2020-12-12,1528.4620833333336,47.517083333333346,29.629166666666663,147.1025
19,Chennai,13.043,80.237,2020-12-13,994.6820833333333,34.72083333333334,28.730416666666667,85.92250000000001
20,Chennai,13.043,80.237,2020-12-14,1180.2124999999999,42.03749999999999,29.89125,119.74833333333333
21,Chennai,13.043,80.237,2020-12-15,653.1083333333332,18.476249999999997,19.237916666666667,86.44375000000001
22,Chennai,13.043,80.237,2020-12-16,589.1329166666668,18.401666666666667,19.038750000000004,52.85416666666668
23,Chennai,13.043,80.237,2020-12-17,555.4766666666666,18.269583333333326,20.217083333333335,42.10999999999999
24,Chennai,13.043,80.237,2020-12-18,534.0587499999999,14.891666666666666,17.540000000000006,53.04500000000001
25,Chennai,13.043,80.237,2020-12-19,612.3591666666667,12.30208333333333,15.315000000000005,80.26624999999999
26,Chennai,13.043,80.237,2020-12-20,522.3754166666666,14.40166666666667,19.59625,72.77500000000002
27,Chennai,13.043,80.237,2020-12-21,622.23375,22.613333333333333,26.593749999999996,68.24583333333332
28,Chennai,13.043,80.237,2020-12-22,869.5133333333337,32.8025,28.132500000000007,80.74625000000002
29,Chennai,13.043,80.237,2020-12-23,985.364583333333,37.42916666666667,29.574583333333333,88.46583333333332
30,Chennai,13.043,80.237,2020-12-24,1064.6379166666666,42.11291666666667,31.03416666666666,90.66791666666667
31,Chennai,13.043,80.237,2020-12-25,737.6679166666667,24.756250000000005,26.956249999999997,91.47666666666665
32,Chennai,13.043,80.237,2020-12-26,767.1525,20.875833333333333,22.55666666666666,118.38333333333331
33,Chennai,13.043,80.237,2020-12-27,872.0166666666669,23.512916666666666,26.295,153.49458333333334
34,Chennai,13.043,80.237,2020-12-28,642.2608333333334,20.892500000000002,26.445416666666663,90.98666666666666
35,Chennai,13.043,80.237,2020-12-29,524.6004166666665,18.872083333333325,25.004583333333333,72.52541666666667
36,Chennai,13.043,80.237,2020-12-30,466.7454166666667,14.776666666666664,17.90666666666667,56.56833333333333
37,Chennai,13.043,80.237,2020-12-31,553.3895833333335,16.19833333333333,20.032500000000002,88.05666666666667
38,Chennai,13.043,80.237,2021-01-01,657.97625,24.094583333333336,20.08333333333334,54.89708333333332
39,Chennai,13.043,80.237,2021-01-02,448.1087500000001,12.817916666666669,15.155416666666667,32.39458333333334
40,Chennai,13.043,80.237,2021-01-03,555.0583333333333,14.755833333333335,17.180833333333336,30.677083333333332
41,Chennai,13.043,80.237,2021-01-04,698.17,19.943749999999998,20.68375,46.98
42,Chennai,13.043,80.237,2021-01-05,820.2804166666666,25.812083333333334,21.184583333333332,47.77333333333333
43,Chennai,13.043,80.237,2021-01-06,1352.3908333333331,36.336666666666666,36.98416666666667,79.81125
44,Chennai,13.043,80.237,2021-01-07,772.7145833333333,26.897499999999997,26.742500000000003,52.24833333333334
45,Chennai,13.043,80.237,2021-01-08,749.62875,25.12708333333333,22.749166666666664,56.84791666666667
46,Chennai,13.043,80.237,2021-01-09,533.6408333333334,18.32875,18.462500000000002,42.335
47,Chennai,13.043,80.237,2021-01-10,585.0991666666665,20.52,22.938333333333336,59.212499999999984
48,Chennai,13.043,80.237,2021-01-11,579.1191666666665,20.856666666666662,22.054166666666664,52.24375
49,Chennai,13.043,80.237,2021-01-12,509.16333333333324,19.0225,21.085833333333333,45.674583333333324
50,Chennai,13.043,80.237,2021-01-13,767.1525,26.218750000000004,21.557083333333335,89.13458333333334
51,Chennai,13.043,80.237,2021-01-14,747.9604166666664,24.369583333333328,22.94333333333334,100.10958333333336
52,Chennai,13.043,80.237,2021-01-15,1080.0766666666666,37.107916666666675,27.606666666666666,81.12541666666668
