,date,NO2_govt,SO2_govt,PM2.5_govt,CO_sat,NO2_sat,SO2_sat,index
881,2020-05-31,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6167
882,2020-06-01,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6176
883,2020-06-02,2.7816390639054287,24.149962931694773,26.04934281856336,122.45946896609155,4.976059200000001,0.059999999,6186
884,2020-06-03,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6190
885,2020-06-04,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6195
886,2020-06-05,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6203
887,2020-06-06,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6213
888,2020-06-07,2.7601665921808083,25.56523755863222,3.3862134245325137,133.23620046574646,-3.1204804000000004,0.07467633403731799,6216
889,2020-06-08,2.779003808221,24.247303617429367,25.235534774405153,123.0150500637769,4.691352,0.05479321757573885,6224
890,2020-06-09,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6234
891,2020-06-10,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6239
892,2020-06-11,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6245
893,2020-06-12,2.7597152250591286,24.164846304421758,30.84821395216082,119.7299851160533,6.6590497624917155,0.129999995,6255
894,2020-06-13,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6258
895,2020-06-14,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6266
896,2020-06-15,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6276
897,2020-06-16,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6279
898,2020-06-17,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6290
899,2020-06-18,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6295
900,2020-06-19,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6304
901,2020-06-20,2.8432274779793456,23.481320137141466,30.446896400890978,122.33590227086165,6.7110332646118,-0.159999996,6310
902,2020-06-21,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6315
903,2020-06-22,2.7701068147548087,24.06742422046628,30.241148125350122,120.21482617563183,6.452254000000001,0.100000001,6325
904,2020-06-23,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6328
905,2020-06-24,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6339
906,2020-06-25,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6344
907,2020-06-26,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6353
908,2020-06-27,2.7813871543066417,23.95172955379715,30.72366505463208,120.57319812354588,6.675092700702205,0.04244011383812474,6358
