,date,NO2_govt,SO2_govt,CO_govt,PM2.5_govt,CO_sat,NO2_sat,SO2_sat,index
0,2018-01-01,36.39333333333334,7.497638888833333,0.6950000000000001,54.37291666666667,129.103108125,10.774186,0.0560273386,6
1,2018-01-02,37.87652777833333,7.7426388888333335,1.4083333335000001,58.115833333333335,128.25475999999998,10.798985885714286,-0.002209514000000006,7
2,2018-01-03,48.02180555499999,9.757222222166666,2.3216666665,60.786249999999995,120.58829683333333,9.804151433333333,0.056498728727272726,20
3,2018-01-04,53.05611111166667,14.336527777833334,2.2066666665,76.27416666666666,118.62721300000001,9.849034866666669,0.027823384000000003,22
4,2018-01-05,47.038333333333334,12.468333333333334,1.915,64.24,118.93113749999999,10.884212373333334,0.21765981237499998,31
5,2018-01-06,48.430555555000005,13.197083333333333,1.9416666665000002,66.64708333333333,120.76149388888888,15.696101200000001,0.08302813075000003,41
6,2018-01-07,45.098055555,10.478888888833334,1.7983333335,59.48666666666666,118.55406716666668,9.282317013333335,-0.18584033008333334,43
7,2018-01-08,44.52347222166667,10.7856944445,1.7183333335,63.99583333333334,130.4199485,10.76137944,0.0033789873749999937,49
8,2018-01-09,39.62708333333333,11.696250000000001,1.575,58.38722222166666,138.38146075,10.535219731176479,0.11399508324426202,62
9,2018-01-10,40.91616666666667,10.042083333333332,1.7166666665,66.76416666666667,140.783958125,8.150082000000001,0.21199723055555555,63
10,2018-01-11,47.410333333333334,12.8695,1.6237500000000002,73.53833333333334,141.74396971428573,13.411490285714288,-0.05723237699999999,76
11,2018-01-12,48.67066666666667,13.97325,1.5625,74.298194445,131.85071283333335,9.363242240000002,0.06917591566666667,77
12,2018-01-13,46.081583333333334,13.392249999999999,1.4575,83.91263888833333,135.90195322222223,10.99838352,0.173498996,90
13,2018-01-14,42.816916666666664,12.006166666666667,1.5966666665,86.52277777833335,130.82650642857143,8.854496693333335,0.010833787142857135,92
14,2018-01-15,34.91341666666667,9.15925,1.73,65.47013888833334,133.4045807,10.040510628571429,0.12920782120000002,101
15,2018-01-16,37.519416666666665,10.543583333333332,1.5066666665,66.34430555499999,130.61508025,8.887435353846154,-0.050646015,111
16,2018-01-17,37.505583333333334,12.268583333333334,1.1675,62.121111111666664,130.192854875,10.2354626,-0.022986872444444452,113
17,2018-01-18,42.95791666666667,12.887833333333333,1.17,58.57527777833334,137.48649516666669,13.12712585,-0.09862356625,122
18,2018-01-19,43.08991666666666,14.293166666666666,1.34125,58.439166666666665,124.73015883333335,8.138674738461539,0.21499760207692306,132
19,2018-01-20,46.423750000000005,17.104583333333334,1.22375,60.21541666666667,129.82248633333336,13.635016466666668,0.30507906279999997,136
20,2018-01-21,43.40166666666667,14.9425,1.255,62.776944445,125.24890066666667,9.839280800000001,0.10740483438461539,143
21,2018-01-22,43.5325,9.299833333333334,1.28,64.61166666666666,128.8717611111111,11.7398339,-0.0040227552499999715,153
22,2018-01-23,44.48541666666667,8.758583333333334,1.0925,70.41347222166667,125.53749400000001,8.495046960000002,0.10927346411111111,157
23,2018-01-24,40.7702,8.614799999999999,0.8674999999999999,59.287833334000005,123.240389875,10.191098360000002,0.0467891462,167
24,2018-01-25,38.8926,10.9342,0.5575,57.739,133.7059757857143,9.599591054545455,-0.05014783939999999,168
25,2018-01-26,38.0128,11.7523,0.485,53.8935,131.056332625,8.498402133333334,0.050231415,181
26,2018-01-27,37.5515,10.3445,0.56125,60.58791666666667,138.933371,13.20337965714286,0.4073486747142857,183
27,2018-01-28,38.0284,10.5518,0.5066666665,62.705666666,123.132801,8.647903107692308,-0.06362835600000001,195
28,2018-01-29,46.21258333333333,10.74075,0.57,65.13291666666667,135.1349055,15.966625680000002,0.19525901659999997,196
29,2018-01-30,45.218583333333335,12.613916666666668,0.54125,67.23527777833333,131.49630016666666,8.89278728,0.04374623824999999,204
30,2018-01-31,46.50383333333334,11.122333333333332,0.55375,64.34138888833333,127.6959556,9.151661937142858,0.017478831499999996,216
31,2018-02-01,49.128499999999995,12.025214285714284,1.3025,58.26916666714286,144.2899255,8.381241015384616,0.0603656038,223
32,2018-02-02,49.30807142857143,10.665214285714287,1.19375,66.1436904757143,130.0637565,9.453431166666668,0.0097108199,224
33,2018-02-03,44.498714285714286,11.716928571428571,1.0783333335,70.83297619,128.59735367142858,14.040845800000001,0.045243894750000006,234
34,2018-02-04,43.17914285714286,14.844999999999999,1.4483333335,60.99964285714286,122.68584085714285,8.448410523076923,0.10435270046153845,244
35,2018-02-05,44.51771428571429,11.475285714285715,1.34,57.837857142857146,139.0522813,9.980941933333334,0.13034803560000002,246
36,2018-02-06,43.74878571428571,11.27592857142857,1.3183333335,57.11083333285715,131.60030883333334,8.279536920000002,0.38894640971428573,258
37,2018-02-07,44.38342857142857,12.262928571428573,1.3450000000000002,55.35928571428571,141.764758,13.902073600000001,-0.04397634025000001,259
38,2018-02-08,41.88985714285714,12.306285714285716,1.3775,51.52880952428571,152.620313,8.217743200000001,0.21838436045454543,272
39,2018-02-09,42.64721428571429,12.976285714285714,1.2283333335,53.40154761857143,129.44671077777778,8.381895400000001,-0.05396069950000001,273
40,2018-02-10,40.2205,12.972714285714286,1.3033333335,52.22630952428572,133.146344,10.206907257630835,0.11804473471786361,283
41,2018-02-11,34.149857142857144,12.675928571428571,2.2475,58.60880952428572,135.769369,7.107687800000001,0.13591072899999998,293
42,2018-02-12,27.890499999999996,8.331249999999999,1.08,58.28138888833333,128.06978900000001,12.926128,0.06330305600000001,297
