,date,NO2_govt,SO2_govt,CO_govt,PM2.5_govt,NO2_sat,SO2_sat,index
0,2018-01-01,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,1
1,2018-01-02,13.932991413946402,19.751953320532593,0.407578090198237,18.137573730547146,6.420124800000001,0.220029712,11
2,2018-01-03,13.45761139195761,16.604525109089415,0.2946381685706841,23.130328264304573,8.034744,0.099747479,15
3,2018-01-04,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,24
4,2018-01-05,12.7764252036141,10.433615140094775,0.5503172272234397,26.47224960946912,4.859630800000001,0.004948009,32
5,2018-01-06,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,36
6,2018-01-07,13.199699640137094,13.959981500405975,0.46889602763531735,23.68843041486479,5.81437,0.078241728,46
7,2018-01-08,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,53
8,2018-01-09,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,58
9,2018-01-10,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,67
10,2018-01-11,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,71
11,2018-01-12,12.131209626857617,5.952340405797858,0.4496646730315145,32.768101348874765,6.359118800000001,-0.148528919,80
12,2018-01-13,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,86
13,2018-01-14,13.237146450936164,14.337418589579373,0.4452367511411659,23.59240843853552,6.115170000000001,0.081669144,94
14,2018-01-15,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,102
15,2018-01-16,11.27683869972276,-0.9490186155076047,0.5595770711400339,38.884230373996694,5.147609200000001,-0.306582481,106
16,2018-01-17,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,117
17,2018-01-18,10.352250350282791,-8.366731504024468,0.6657419181884718,45.619722699654154,4.0045504,-0.479999989,123
18,2018-01-19,12.888791282078184,12.426755375618837,0.26299016581072876,28.159467565310717,8.606207600000001,-0.024952961,127
19,2018-01-20,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,137
20,2018-01-21,13.523998307502536,16.896888051660024,0.34740784681095394,22.095261863485455,7.322882000000001,0.123417512,144
21,2018-01-22,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,148
22,2018-01-23,13.117501177076491,13.791098477676393,0.3555543326953446,25.415744142518776,7.327908924823542,0.039999999,158
23,2018-01-24,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,162
24,2018-01-25,13.075030594916484,12.739596824963746,0.5385655896156468,24.09118047706764,4.9325372000000005,0.065141119,172
25,2018-01-26,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,176
26,2018-01-27,11.386382992730272,-0.41358804674978694,0.6333269421175571,37.297948394905305,4.148144800000001,-0.270000011,187
27,2018-01-28,12.686422224569807,10.242591871577966,0.42715579207760657,28.346867490268334,6.5033336,-0.036731038,190
28,2018-01-29,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,201
29,2018-01-30,12.419809884196898,7.601910759016823,0.5838945683863618,29.137442200416192,4.5156472,-0.063308574,207
30,2018-01-31,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,211
31,2018-02-01,13.367747551143564,14.694455257358914,0.6038809365729233,21.05547837037114,3.9939096000000003,0.138419986,219
32,2018-02-02,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,228
33,2018-02-03,12.41404972718842,8.214253390032782,0.419006317852503,30.691047771465264,6.684885200000001,-0.095141113,235
34,2018-02-04,12.630857985930476,9.754160581611583,0.44425864754114075,28.653734842426875,6.2936760000000005,-0.045160934,239
35,2018-02-05,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,249
36,2018-02-06,12.925398602906236,12.22853510154632,0.38244485450680527,26.76365926674776,7.0258232000000005,0.00488364,253
37,2018-02-07,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,262
38,2018-02-08,12.801409695835085,10.927076506139109,0.4737886356254644,26.96283294691386,5.8588696,-0.004048737,268
39,2018-02-09,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,277
40,2018-02-10,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,284
41,2018-02-11,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,288
42,2018-02-12,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,298
43,2018-02-13,12.760129286939932,10.379764969619115,0.5328601821540553,26.767449992648373,5.093578000000001,-0.00169885,302
44,2018-02-14,12.912838066427648,12.198091369195932,0.36632291761128377,27.017105116938513,7.241422509697056,-0.000736814137659204,312
