,date,CO_openweather,NO2_openweather,SO2_openweather,PM2.5_openweather
0,2018-01-01,1442.499541706313,35.86737500388121,19.074540895950733,158.57852576211667
1,2018-01-02,1496.5546168958065,38.81776526722309,19.074540895950733,166.85946815992662
2,2018-01-03,1620.3640121373228,40.924496969328054,19.209232640596273,178.59400770475347
3,2018-01-04,1477.1890201745814,35.79260402611244,19.074540895950733,161.90879965767147
4,2018-01-05,1445.711929173488,39.34972988000683,19.074540895950733,163.8582752789848
5,2018-01-06,1480.2912631185548,36.07682383230515,19.074540895950733,161.64458478319494
6,2018-01-07,1405.9470736323094,36.90311006294577,18.973781016980396,158.69892837909674
7,2018-01-08,1414.1469932641826,35.5521197392423,18.973781016980396,139.02106006570892
8,2018-01-09,1516.949898646396,36.72901133752778,19.074540895950733,167.271572264634
9,2018-01-10,1452.3602328441839,35.925576441148344,18.948730635086363,155.70145248556037
10,2018-01-11,1381.0117483919303,35.10951635970541,18.973781016980396,137.26928647213816
11,2018-01-12,1440.5505705145874,37.35190189998274,19.074540895950733,161.31417654759218
12,2018-01-13,1530.9627206249165,33.53382113913825,19.074540895950733,167.7417626211566
13,2018-01-14,1385.8392398426088,35.92213853859464,18.131211291528185,155.66318104770676
14,2018-01-15,1135.735529119919,24.877102663505287,16.118117472456273,155.281405277939
15,2018-01-16,1137.4888945369999,27.158313007080345,15.943873952449128,161.07500716988912
16,2018-01-17,1051.0951745485634,23.298577567067685,15.730245514382366,146.81297748516008
17,2018-01-18,1033.0055725896173,23.45871161638386,15.884475651894865,161.0459915948913
18,2018-01-19,1126.2202460125588,28.199866861561137,15.95795929293167,153.3305061668252
19,2018-01-20,1083.9494434322667,23.489641860006873,15.579991285153488,138.5163666871108
20,2018-01-21,1085.112907156204,26.364685368983686,15.95795929293167,159.0505486031496
21,2018-01-22,1109.3875324291957,25.92872263276101,15.737399178043711,159.39577760833333
22,2018-01-23,1038.6403113861593,25.234712343250933,15.783715772924529,151.41047531156707
23,2018-01-24,1103.8852224701116,27.12358135663508,16.003017635113043,152.81957267671322
24,2018-01-25,1112.2690122506606,26.94594088182729,15.828774115105897,152.77631086735147
25,2018-01-26,1221.087730022826,27.472712751458285,16.367450235263483,160.56429546869975
26,2018-01-27,1890.3316396971081,40.408518014772675,19.209232640596273,198.0951392424209
27,2018-01-28,1746.765011191714,37.95084018144032,19.209232640596273,193.62073296131618
28,2018-01-29,1383.7371285248967,34.78780451381506,18.131211291528185,164.4029333959929
29,2018-01-30,1128.5451739549962,26.894160104143726,16.017357593485936,123.88201266119664
30,2018-01-31,1093.2075667629379,26.59169284720195,15.902257756142706,131.11073510373177
31,2018-02-01,1113.7278341212923,29.317108145335915,15.902257756142706,113.41178660576051
32,2018-02-02,1044.7098620556849,25.400522902445296,15.783715772924529,120.64805022421172
33,2018-02-03,1017.449026257455,24.75500296128478,15.636639299073376,121.2509988802698
34,2018-02-04,1046.4826901441122,25.943184233172023,15.56315565803657,108.88794888853417
35,2018-02-05,1125.429296988218,26.466055581076365,15.857199413961336,119.68364614081786
36,2018-02-06,1135.6667728668624,28.54261532288988,16.708552424344113,105.44537186141768
37,2018-02-07,1228.1815378921588,30.46505328624757,18.973781016980396,110.3896826492305
38,2018-02-08,1408.0564047344315,35.078558107610434,18.973781016980396,148.46326851026188
39,2018-02-09,1438.2216417960797,33.845376255761884,18.90029737594359,138.22312958433358
40,2018-02-10,1438.218020010652,33.0747599093389,19.074540895950733,169.0298485996809
41,2018-02-11,1034.590996169853,23.8376109140663,15.828774115105897,104.21920276613909
42,2018-02-12,1028.662397374324,21.71124306514479,15.56315565803657,119.70657377522457
43,2018-02-13,1147.3151105564011,26.829609676994643,15.902257756142706,141.3388916569651
44,2018-02-14,872.1032122154799,21.19598961358904,15.857199413961336,89.69192783874998
45,2018-02-15,967.4093088501386,25.491146514099132,16.052435637797913,90.69958334253732
46,2018-02-16,1606.4977439541392,38.65497514699505,19.108472761625936,117.96959024406921
47,2018-02-17,1251.2521528840155,30.4640068896327,18.973781016980396,118.6729452857272
48,2018-02-18,1343.8850019238996,32.487105298803016,18.973781016980396,119.52323139052658
49,2018-02-19,1591.7327580704284,36.22167681829795,19.209232640596273,173.76816285525686
50,2018-02-20,1487.716516297619,33.907530005983865,19.074540895950733,164.7600641290581
51,2018-02-21,1537.2649831754773,34.431433416041884,19.074540895950733,164.21948152993392
52,2018-02-22,1463.458230940938,39.01372919312255,19.074540895950733,166.964409931456
53,2018-02-23,1466.735241441099,37.39513721941053,19.074540895950733,166.659579489035
54,2018-02-24,1158.9090045041903,31.596194769781793,16.017357593485936,161.68263445000173
55,2018-02-25,1007.3253125809216,25.2854553647341,15.828774115105897,117.76932134475491
56,2018-02-26,917.4378236163378,23.140202098922572,15.902257756142706,96.11401514969239
57,2018-02-27,1002.1424506870042,26.428750866058817,16.017357593485936,111.33923044889148
58,2018-02-28,1532.32815522113,38.047127943241456,18.33662821557594,157.10186811729636
59,2018-03-01,1439.2592701633682,33.992215563721906,18.21801739728399,167.4003147594343
60,2018-03-02,989.8080406287347,20.946894355286172,15.605914501182065,125.45653847645659
61,2018-03-03,911.8641239927572,21.16102601640458,15.50650764411668,96.7624276126898
62,2018-03-04,945.9112163850124,22.53858094536392,15.56315565803657,104.47357392750718
63,2018-03-05,872.6211229943168,21.058407493642314,15.159455340063875,91.3554423754653
64,2018-03-06,881.7654184457579,21.830474145076003,15.832149032067303,84.71837233508599
65,2018-03-07,947.3262313323871,22.63751110847123,15.828774115105897,99.00969138458859
