,date,Agartala,Agra,Aizwal,Amritsar,Asansol,Aurangabad,Bareilly,Belgaum,Bengaluru,Bhopal,Chandigarh,Chennai,Coimbatore,Dehradun,DurgBhilai,Faridabad,Gandhinagar,Gangtok,Ghaziabad,Gwalior,Hyderabad,Imphal,Indore,Jabalpur,Jaipur,Jalandhar,Jodhpur,Kanpur,Kochi,Kohima,Kolkata,Kota,Kozhikode,Lucknow,Ludhiana,Mangaluru,Meerut,Miami,Moradabad,Mumbai,Mysuru,Nashik,NewDelhi,Patna,Pondicherry,Prayagraj,Pune,Shillong,Solapur,Srinagar,Thiruvananthapuram,Varanasi,Vijaywada,Visakhapatnam
0,8/31/2002,117.69589,-9999,-9999,-9999,-9999,-9999,-9999,107.625965,-9999,-9999,-9999,111.584086,-9999,-9999,-9999,-9999,137.719326,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,106.927473,-9999,-9999,-9999,111.23484,-9999,-9999,102.27086,-9999,107.218511,-9999,138.767064,-9999,-9999,-9999,-9999,126.194209,-9999,114.378054,-9999,-9999,-9999,102.154445,-9999,132.364221,132.946298
1,9/1/2002,117.754098,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,116.240699,-9999,-9999,-9999,-9999,121.304765,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,120.373443,-9999,-9999,-9999,-9999,109.954271,-9999,105.181243,-9999,125.612132,-9999,-9999,-9999,120.024197,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,131.89856
2,9/3/2002,119.325705,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,115.018338,-9999,114.087015,-9999,109.139364,-9999,-9999,114.552677,-9999,108.49908,-9999,130.501576,-9999,-9999,-9999,117.637683,-9999,-9999,-9999,123.16741,-9999,-9999,108.848326,-9999,-9999,-9999
3,9/5/2002,120.839104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,138.883479,-9999,-9999,-9999,-9999,126.194209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,113.330316,-9999,119.034667,-9999,116.007868,-9999,-9999,112.573616,-9999,105.996151,-9999,116.764568,-9999,122.818165,-9999,-9999,-9999,-9999,131.316483,129.221007,-9999,-9999,109.430403,-9999,-9999,-9999
4,9/7/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,123.749487,-9999,-9999,-9999,-9999,110.24531,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,107.160304,-9999,-9999,-9999,115.251169,-9999,-9999,115.833245,-9999,111.118425,-9999,109.954271,-9999,104.191713,-9999,-9999,122.003257,-9999,111.409463,136.671588,-9999,-9999,104.308128,-9999,122.468919,118.45259
5,9/9/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,104.424544,-9999,-9999,-9999,117.870513,-9999,-9999,-9999,-9999,102.212653,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,123.633072,-9999,-9999,-9999,112.457201,-9999,-9999,120.489858,-9999,113.621354,-9999,105.123036,-9999,98.8948159,-9999,-9999,138.534233,-9999,99.5351002,-9999,-9999,-9999,110.885594,-9999,109.081157,122.294296
6,9/10/2002,136.089511,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,92.1427272,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,115.658622,-9999,-9999,-9999,111.99154,-9999,-9999,109.721441,-9999,109.372195,-9999,110.885594,-9999,-9999,-9999,-9999,-9999,-9999,110.943802,-9999,-9999,-9999,127.474777,-9999,-9999,126.077794
7,9/12/2002,119.034667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,109.022949,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,112.398993,-9999,160.187483,-9999,118.627213,-9999,-9999,109.313987,-9999,-9999,-9999,111.875124,-9999,103.667844,-9999,153.318979,111.351255,-9999,112.049747,-9999,-9999,-9999,108.848326,-9999,-9999,-9999
8,9/14/2002,120.722689,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,113.097485,-9999,-9999,-9999,-9999,111.060217,-9999,-9999,-9999,-9999,126.543455,-9999,-9999,-9999,-9999,-9999,-9999,106.170774,-9999,121.18835,-9999,116.415322,-9999,-9999,112.107955,-9999,103.726052,-9999,110.827386,-9999,105.472282,-9999,-9999,121.770427,-9999,108.033419,121.18835,-9999,-9999,109.139364,-9999,117.113814,-9999
9,9/16/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,118.103344,-9999,-9999,-9999,125.844963,-9999,-9999,-9999,-9999,107.451342,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,116.124284,-9999,-9999,-9999,119.907781,-9999,-9999,113.9706,-9999,112.806447,-9999,111.758709,-9999,108.790118,-9999,-9999,134.343281,-9999,111.700501,-9999,-9999,-9999,109.313987,-9999,123.400241,141.444616
10,9/17/2002,116.648152,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,106.461812,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,121.654011,-9999,109.837856,-9999,-9999,108.557288,-9999,105.530489,-9999,111.409463,-9999,122.236088,-9999,125.961378,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,124.01592
11,9/19/2002,142.725185,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,126.42704,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,113.621354,-9999,144.122168,-9999,113.679562,-9999,-9999,113.039277,-9999,107.043888,-9999,116.648152,-9999,-9999,-9999,121.770427,-9999,-9999,111.584086,-9999,-9999,-9999,115.309376,114.7273,-9999,-9999
12,9/21/2002,143.307261,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,130.38516,-9999,-9999,-9999,-9999,127.241947,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,119.558536,-9999,154.948793,-9999,120.257027,-9999,-9999,113.737769,-9999,115.949661,-9999,116.648152,-9999,121.654011,-9999,139.698386,129.570253,-9999,120.373443,-9999,-9999,-9999,110.710971,-9999,-9999,-9999
13,9/23/2002,143.889338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,128.522515,-9999,-9999,-9999,-9999,116.007868,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,113.330316,-9999,-9999,-9999,113.737769,-9999,-9999,113.097485,-9999,123.16741,-9999,119.558536,-9999,138.184987,-9999,-9999,137.952156,-9999,118.219759,-9999,-9999,-9999,111.118425,-9999,137.60291,-9999
14,9/25/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,118.394382,-9999,-9999,-9999,128.173269,-9999,-9999,-9999,-9999,111.467671,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,114.96013,-9999,-9999,-9999,114.552677,-9999,-9999,113.446731,-9999,115.076546,-9999,124.564394,-9999,130.035914,-9999,-9999,127.824023,-9999,124.797225,-9999,-9999,-9999,109.372195,-9999,134.808943,133.257105
15,9/26/2002,168.336555,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,119.325705,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,118.45259,-9999,148.545951,-9999,115.71683,-9999,-9999,114.319846,-9999,111.118425,-9999,119.092874,-9999,-9999,-9999,130.967237,-9999,-9999,122.003257,-9999,-9999,-9999,120.024197,-9999,-9999,130.094122
16,9/28/2002,136.904418,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,128.056854,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,127.009116,-9999,136.089511,-9999,141.09537,-9999,-9999,123.982318,-9999,113.795977,-9999,127.824023,-9999,134.110451,-9999,136.089511,122.468919,-9999,132.713467,135.973096,-9999,-9999,115.833245,-9999,-9999,-9999
17,9/30/2002,127.707608,-9999,-9999,-9999,-9999,-9999,-9999,139.698386,-9999,-9999,-9999,120.257027,-9999,-9999,-9999,-9999,127.707608,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122.701749,-9999,135.041773,-9999,128.522515,-9999,-9999,129.221007,-9999,111.409463,-9999,130.268745,-9999,133.062713,-9999,-9999,130.38516,-9999,136.904418,-9999,-9999,-9999,116.880983,-9999,136.089511,-9999
18,10/2/2002,131.782144,-9999,-9999,-9999,-9999,-9999,-9999,138.301402,-9999,-9999,-9999,128.871761,-9999,-9999,-9999,-9999,133.295543,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,143.423676,-9999,-9999,-9999,116.880983,-9999,-9999,117.870513,-9999,116.764568,-9999,129.803084,-9999,140.164047,-9999,-9999,125.495717,-9999,132.364221,147.148967,-9999,-9999,117.986929,127.241947,136.555173,135.347304
19,10/3/2002,131.665729,-9999,-9999,-9999,-9999,-9999,-9999,132.014975,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122.701749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,138.767064,-9999,-9999,-9999,-9999,123.865902,-9999,108.731911,-9999,127.474777,-9999,129.570253,-9999,130.501576,-9999,-9999,-9999,142.725185,-9999,-9999,-9999,-9999,-9999,141.94322
20,10/5/2002,129.104592,-9999,126.776285,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,119.907781,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,123.400241,-9999,132.480636,-9999,121.770427,-9999,-9999,125.146471,-9999,112.515409,-9999,134.925358,-9999,138.068572,-9999,136.904418,-9999,-9999,144.122168,132.829882,-9999,-9999,118.860044,-9999,-9999,-9999
21,10/7/2002,126.892701,-9999,128.755346,-9999,134.692527,-9999,-9999,-9999,-9999,-9999,-9999,130.734406,-9999,-9999,-9999,-9999,123.16741,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,134.226866,-9999,136.089511,-9999,129.803084,-9999,-9999,126.310624,-9999,110.361725,-9999,135.740265,-9999,153.086148,-9999,133.411959,123.633072,-9999,153.668225,-9999,-9999,-9999,135.973096,-9999,-9999,-9999
22,10/9/2002,137.835741,-9999,-9999,-9999,-9999,-9999,-9999,133.295543,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,140.513293,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,119.558536,124.447979,-9999,-9999,-9999,129.453838,119.558536,-9999,134.226866,-9999,116.066076,-9999,140.047632,-9999,137.719326,-9999,-9999,123.633072,119.558536,-9999,144.58783,-9999,-9999,-9999,-9999,145.635568,-9999
23,10/11/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,136.671588,-9999,-9999,-9999,124.91364,-9999,-9999,-9999,-9999,147.265382,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,132.713467,-9999,-9999,-9999,134.226866,-9999,-9999,-9999,-9999,119.791366,-9999,138.767064,-9999,144.58783,-9999,-9999,128.522515,-9999,153.435394,120.257027,-9999,-9999,118.685421,121.537596,133.295543,132.863264
24,10/12/2002,123.865902,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,134.110451,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,141.09537,-9999,-9999,-9999,-9999,-9999,-9999,109.372195,-9999,136.089511,-9999,-9999,-9999,118.918251,-9999,-9999,-9999,125.262886,-9999,-9999,-9999,-9999,-9999,134.517904
25,10/14/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,130.734406,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,134.925358,-9999,-9999,-9999,-9999,127.707608,-9999,111.700501,-9999,130.38516,-9999,140.164047,-9999,135.274604,-9999,-9999,-9999,127.241947,-9999,-9999,124.215148,-9999,-9999,-9999
26,10/16/2002,132.829882,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,126.077794,-9999,-9999,-9999,-9999,125.030056,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,126.42704,-9999,138.301402,-9999,-9999,-9999,-9999,136.555173,-9999,121.304765,-9999,137.835741,-9999,149.360858,-9999,-9999,135.507435,-9999,145.751983,123.400241,-9999,-9999,142.375939,-9999,136.788003,-9999
27,10/18/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,134.576112,-9999,-9999,-9999,131.782144,-9999,-9999,-9999,-9999,127.707608,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,130.967237,-9999,-9999,-9999,129.570253,-9999,-9999,124.91364,-9999,125.961378,-9999,127.125531,-9999,133.179128,-9999,-9999,126.892701,-9999,-9999,-9999,-9999,-9999,133.994035,-9999,140.746124,131.541838
28,10/19/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,129.221007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122.119673,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,135.62385,-9999,-9999,-9999,-9999,122.701749,-9999,-9999,-9999,115.425792,-9999,124.215148,-9999,127.591193,-9999,-9999,-9999,138.534233,-9999,-9999,-9999,-9999,-9999,133.994035
29,10/25/2002,138.883479,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,134.343281,-9999,-9999,-9999,-9999,124.215148,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122.119673,135.274604,-9999,-9999,-9999,137.253664,122.119673,-9999,126.310624,-9999,122.468919,-9999,135.507435,-9999,123.400241,-9999,-9999,145.635568,130.268745,136.089511,-9999,-9999,-9999,130.38516,-9999,-9999,-9999
30,10/27/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,141.09537,-9999,-9999,-9999,137.60291,-9999,-9999,-9999,-9999,129.919499,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,131.549314,-9999,-9999,-9999,132.480636,-9999,-9999,137.137249,-9999,123.865902,-9999,124.91364,-9999,125.262886,-9999,-9999,142.026693,129.221007,122.468919,-9999,-9999,-9999,128.289685,128.755346,151.80558,139.964159
31,10/28/2002,123.982318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,120.839104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,128.522515,-9999,131.432898,-9999,140.746124,-9999,-9999,139.698386,-9999,110.303517,-9999,130.15233,-9999,-9999,-9999,130.734406,-9999,127.125531,136.671588,-9999,-9999,-9999,124.797225,125.030056,-9999,153.601901
32,10/30/2002,131.316483,-9999,119.151082,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,124.331564,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,128.522515,-9999,138.301402,-9999,128.289685,-9999,-9999,132.13139,-9999,117.579475,-9999,130.850822,-9999,130.967237,-9999,121.304765,-9999,-9999,132.364221,-9999,-9999,-9999,128.173269,-9999,-9999,-9999
33,11/1/2002,141.444616,-9999,132.014975,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,133.062713,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,133.179128,-9999,140.513293,-9999,138.417818,-9999,-9999,134.110451,-9999,121.654011,-9999,126.42704,-9999,128.871761,-9999,-9999,139.814802,-9999,136.205927,-9999,-9999,-9999,126.310624,-9999,-9999,-9999
34,11/3/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,148.31312,-9999,-9999,-9999,139.698386,-9999,-9999,-9999,-9999,139.34914,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,146.392267,131.782144,-9999,-9999,-9999,133.062713,149.244443,-9999,136.904418,-9999,127.824023,-9999,130.38516,-9999,125.379302,-9999,-9999,138.068572,134.110451,128.755346,-9999,-9999,-9999,130.035914,133.761205,142.492354,143.061239
35,11/4/2002,129.104592,-9999,125.612132,-9999,132.014975,-9999,-9999,136.438757,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,129.104592,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,153.027941,-9999,-9999,123.865902,-9999,-9999,150.757842,-9999,119.558536,-9999,129.104592,-9999,123.16741,-9999,136.205927,-9999,141.677447,-9999,153.551809,-9999,128.638931,-9999,-9999,-9999,140.047632,-9999,137.332081
36,11/6/2002,131.083652,-9999,127.591193,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,168.452971,-9999,-9999,-9999,-9999,138.999894,-9999,-9999,-9999,-9999,-9999,-9999,133.528374,131.782144,135.274604,-9999,144.122168,-9999,-9999,140.164047,-9999,123.982318,-9999,132.946298,-9999,126.543455,-9999,131.083652,-9999,-9999,139.814802,135.041773,-9999,-9999,130.850822,132.13139,-9999,-9999
37,11/8/2002,151.456334,-9999,-9999,-9999,132.946298,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,140.746124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,139.232725,-9999,143.772922,-9999,134.110451,-9999,-9999,136.205927,-9999,137.60291,-9999,136.089511,-9999,142.143108,-9999,135.973096,-9999,-9999,145.868398,129.803084,-9999,-9999,129.919499,-9999,-9999,-9999
38,11/10/2002,153.551809,-9999,148.31312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,143.889338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,160.536729,-9999,-9999,-9999,145.984814,-9999,-9999,139.814802,-9999,133.761205,-9999,149.477273,-9999,137.719326,-9999,-9999,147.963874,132.247806,167.055987,163.796358,-9999,-9999,-9999,-9999,-9999,-9999
39,11/12/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,139.698386,-9999,-9999,-9999,-9999,128.755346,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,149.593689,-9999,-9999,-9999,136.205927,-9999,-9999,135.041773,-9999,135.274604,-9999,137.60291,-9999,153.202564,-9999,-9999,137.486495,-9999,-9999,-9999,-9999,-9999,137.952156,152.504072,153.318979,147.840423
40,11/13/2002,142.8416,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,142.143108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,147.381797,-9999,127.358362,-9999,-9999,126.776285,-9999,140.746124,-9999,136.089511,-9999,-9999,-9999,141.09537,-9999,133.87762,145.519152,-9999,-9999,-9999,128.988177,136.438757,-9999,136.314089
41,11/15/2002,137.835741,-9999,127.009116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,144.704245,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,142.492354,-9999,138.883479,-9999,142.725185,-9999,-9999,139.698386,-9999,141.793862,-9999,146.450475,-9999,166.357495,-9999,139.34914,-9999,-9999,157.859176,138.068572,-9999,-9999,137.137249,-9999,-9999,-9999
42,11/17/2002,133.644789,-9999,131.549314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,137.60291,-9999,-9999,-9999,-9999,141.793862,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,147.847459,-9999,136.089511,-9999,-9999,136.438757,-9999,145.053491,-9999,145.169906,-9999,149.360858,-9999,-9999,143.889338,-9999,154.832378,131.89856,-9999,-9999,141.444616,-9999,142.143108,-9999
43,11/19/2002,140.280463,-9999,136.555173,-9999,-9999,-9999,-9999,148.662366,-9999,-9999,-9999,157.044269,-9999,-9999,-9999,-9999,155.996531,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,139.931217,-9999,-9999,139.465556,-9999,146.217644,-9999,140.862539,-9999,129.337423,-9999,-9999,143.889338,149.011612,-9999,-9999,-9999,-9999,-9999,144.704245,140.746124,143.010965
44,11/20/2002,138.301402,-9999,130.967237,-9999,-9999,-9999,-9999,142.725185,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,137.253664,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,156.345777,-9999,-9999,-9999,-9999,144.354999,-9999,137.486495,-9999,142.608769,-9999,143.307261,-9999,152.154826,-9999,138.650648,-9999,128.173269,-9999,-9999,-9999,141.211785,-9999,142.143108
45,11/22/2002,134.459697,-9999,135.740265,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,146.916136,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,137.137249,134.110451,152.853318,-9999,134.925358,-9999,-9999,138.534233,-9999,141.561031,-9999,145.984814,-9999,133.411959,-9999,145.286322,-9999,147.148967,149.011612,133.528374,-9999,-9999,133.994035,144.238584,-9999,-9999
46,11/24/2002,147.963874,-9999,134.925358,-9999,138.534233,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,150.29218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,134.343281,-9999,144.704245,-9999,136.089511,-9999,-9999,134.343281,-9999,147.731043,-9999,145.868398,-9999,153.78464,-9999,148.196705,144.238584,-9999,156.811439,135.391019,-9999,-9999,123.982318,-9999,-9999,-9999
47,11/26/2002,135.158189,-9999,-9999,-9999,-9999,-9999,-9999,156.112947,-9999,-9999,-9999,142.492354,-9999,-9999,-9999,-9999,158.208422,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,131.549314,-9999,-9999,-9999,141.444616,-9999,-9999,136.089511,-9999,143.423676,-9999,150.29218,-9999,150.175765,-9999,-9999,134.692527,-9999,-9999,141.677447,-9999,-9999,128.522515,-9999,140.164047,135.973096
48,11/28/2002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,152.620487,-9999,-9999,-9999,144.122168,-9999,-9999,-9999,-9999,138.534233,-9999,-9999,164.145604,-9999,-9999,-9999,-9999,-9999,-9999,-9999,150.525011,137.60291,-9999,-9999,-9999,135.740265,148.662366,-9999,136.788003,-9999,135.856681,-9999,147.498213,-9999,144.238584,-9999,-9999,132.713467,141.793862,163.214281,134.343281,-9999,-9999,131.316483,145.984814,148.429535,145.737729
49,11/29/2002,151.456334,-9999,148.545951,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,143.889338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,144.471414,137.719326,-9999,156.112947,-9999,133.994035,144.471414,-9999,149.011612,-9999,149.593689,-9999,144.937076,-9999,152.03841,-9999,152.03841,-9999,149.826519,151.572749,144.122168,-9999,-9999,134.808943,151.921995,-9999,150.673269
50,12/1/2002,145.868398,-9999,141.677447,-9999,-9999,-9999,-9999,148.545951,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,150.175765,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,134.808943,-9999,156.345777,-9999,132.597052,-9999,-9999,130.035914,-9999,149.593689,-9999,144.354999,-9999,142.725185,-9999,144.58783,141.211785,-9999,149.593689,133.528374,-9999,-9999,131.200068,-9999,-9999,-9999
51,12/3/2002,142.725185,-9999,144.005753,-9999,-9999,-9999,-9999,149.593689,-9999,-9999,-9999,134.459697,-9999,-9999,-9999,-9999,148.545951,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,138.767064,-9999,152.03841,-9999,143.074431,-9999,-9999,136.322342,-9999,143.307261,-9999,150.05935,-9999,153.318979,-9999,-9999,143.074431,-9999,160.420313,138.301402,-9999,-9999,132.829882,-9999,145.751983,-9999
52,12/5/2002,167.638063,-9999,137.60291,-9999,-9999,-9999,-9999,149.244443,-9999,-9999,-9999,142.143108,-9999,-9999,-9999,-9999,147.032551,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,141.328201,140.047632,-9999,-9999,-9999,141.910277,141.328201,-9999,139.232725,-9999,147.381797,-9999,152.620487,-9999,159.721822,-9999,-9999,140.164047,150.757842,159.02333,-9999,-9999,-9999,141.328201,147.265382,138.301402,137.811813
53,12/6/2002,142.608769,-9999,140.978955,-9999,152.853318,-9999,-9999,144.005753,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,148.778781,-9999,-9999,152.853318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,147.789251,-9999,-9999,156.229362,-9999,-9999,145.286322,-9999,127.591193,-9999,141.444616,-9999,142.492354,-9999,150.408596,-9999,152.969733,-9999,148.545951,-9999,141.677447,-9999,-9999,-9999,153.78464,-9999,137.065648
54,12/10/2002,164.611265,-9999,158.092007,-9999,155.647285,-9999,-9999,-9999,-9999,-9999,-9999,153.202564,-9999,-9999,-9999,-9999,152.620487,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,145.169906,-9999,162.865035,-9999,144.704245,-9999,-9999,146.683306,-9999,148.31312,-9999,152.969733,-9999,158.092007,-9999,151.339918,-9999,-9999,157.50993,166.24108,-9999,-9999,138.534233,-9999,152.03841,-9999
55,12/12/2002,160.071068,178.231858,153.086148,-9999,-9999,-9999,189.524144,-9999,-9999,-9999,-9999,147.731043,-9999,-9999,-9999,-9999,175.787136,-9999,-9999,172.294676,-9999,-9999,-9999,-9999,-9999,-9999,190.074126,170.315616,154.250301,-9999,-9999,-9999,149.360858,167.521648,-9999,155.181624,-9999,140.047632,-9999,159.605406,-9999,157.742761,-9999,-9999,140.746124,160.769559,163.330697,153.318979,-9999,-9999,141.211785,-9999,141.561031,145.460945
56,12/14/2002,-9999,173.924491,-9999,-9999,-9999,-9999,-9999,155.996531,-9999,-9999,-9999,147.265382,-9999,-9999,-9999,-9999,168.802217,-9999,-9999,171.246938,-9999,-9999,-9999,-9999,-9999,-9999,166.955619,170.781277,151.107088,-9999,-9999,-9999,152.03841,173.69166,-9999,146.450475,-9999,153.086148,-9999,156.927854,-9999,159.721822,-9999,-9999,152.620487,174.040906,161.118805,163.097866,-9999,-9999,154.133886,170.315616,155.880116,157.714656
